xmin,ymin,xmax,ymax,Object,label
12,76,520,89,Nelcome to Belgian Waffle,1
586,74,682,99,Bridg,1
21,161,312,182,Type : TAKE AWAY,0
25,254,271,284,Bill No. :172,4
26,298,287,334,Delivery Boy:,0
27,352,517,395,Date:2019-10-27 22 : 17:59,6
31,403,151,425,Kots:0,0
40,501,129,527,Item,7
335,510,396,544,Qty,0
529,518,597,535,Amt,0
39,604,263,627,BELGIAN CHO,8
42,652,325,677,COLATE MILK 2,8
489,660,604,683,247.62,0
44,749,241,772,Total Qty:,0
49,798,222,819,SubTotal:,9
492,802,606,824,247.62,10
50,894,149,912,GSTC5,
514,896,610,914,12.38,
114,939,292,960,CGST 2.5,
416,941,488,960,6.19,
117,988,293,1008,SGST 2.5,
444,985,490,1006,6 1.9,
58,1082,251,1099,Round Off:,
568,1077,619,1096,0,
60,1130,437,1146,Total Invoice Value,
563,1124,620,1143,260,
65,1223,355,1237,Payment Detail:,
70,1317,143,1333,Cash,
531,1307,648,1327,260,
61,1404,699,1420,"Ne Value your feedback, write us",
62,1448,541,1476,infoethebelgianwaffle.co,
69,1495,475,1515,chank you visit again,
81,1588,276,1610,Powered by,
340,1585,454,1596,POSist,
