xmin,ymin,xmax,ymax,Object,label
21,161,662,170,Welcome to Belgian Waffle,1
741,140,863,171,Bridg,1
53,271,410,286,Type: TAKE AWAY,0
56,381,384,397,Bill No. :1758,4
58,435,380,452,Delivery Boy:,0
59,491,670,499,Date:2019-11-24 19:45:37,6
62,544,211,566,Kots:0,0
72,655,184,681,Item,7
435,647,520,681,Qty,0
686,640,770,666,Amt,0
69,768,349,785,CHOCOLATE O,8
68,823,379,841,VERLOAD MILK,8
638,863,787,886,133.33,0
75,934,354,952,BUTTERSCOTC,8
94,987,280,1010,H CRUNCH,8
642,976,791,999,123.81,0
80,1099,325,1118,Total Qty:,0
84,1153,302,1175,SubTotal:,9
646,1140,794,1162,257.14,10
85,1265,210,1284,GSTE5,
677,1249,799,1271,12.86,
164,1318,391,1337,CGST 02.5,
551,1308,646,1330,6.43,
167,1374,393,1393,SGST 2.5,
552,1364,649,1386,6.43,
94,1484,338,1503,Round Of:,
743,1469,806,1491,0,
95,1540,581,1552,Total Invoice Value,
738,1520,809,1545,270,
103,1650,472,1664,Payment Detail:,
103,1759,335,1783,Debitcard,
695,1743,843,1762,270,
82,1872,899,1872,"We Value your feedback, write us",
87,1922,697,1940,infoethebelgianwaffle.co,
89,1980,622,1990,Thank you visit again,
119,2085,372,2115,Powered by,
452,2081,602,2101,POSist,
535,1088,516,1114,2,
