xmin,ymin,xmax,ymax,Object,label
61,83,702,152,Nelcome to Belgian Waffle,1
788,137,900,190,Bridg,1
92,196,446,256,Type: TAKE AWAY,0
92,314,420,368,Bill No. :1449,4
91,372,414,422,Delivery Boy:,0
93,429,698,503,Date:2019-11-21 17:01:13,6
95,483,241,520,Kots:0,0
103,595,213,631,Item,7
462,624,541,664,Qty,0
708,645,785,680,Amt,0
99,705,347,746,ROCKY ROAD,8
651,746,790,783,171.43,0
97,807,336,846,Total Qty:,0
95,861,311,899,SubTotal:,9
649,901,787,938,171.43,10
695,1012,783,1044,8.57,
165,1029,391,1072,CGST 2. 5,
548,1054,637,1084,4.29,
166,1083,386,1120,SGST 2.5,
547,1107,634,1138,4.29,
81,1189,336,1232,Round Off:,
780,1260,689,1228,0,
79,1246,562,1302,Total Invoice Value,
779,1315,714,1285,81,
75,1359,448,1410,Payment Detail:,
659,1499,800,1539,180,
89,1472,165,1511,Cash,
