xmin,ymin,xmax,ymax,Object,label
41,207,756,239,Starmark Chennai Phoenix Market City,1
41,256,836,283,"Unit No-S03,No - 142, Velachery Main Roa",2
41,304,612,333,"Velachery, Chennai - 600 042.",2
41,352,375,383,Ph: 044-6665 0311,0
43,403,498,432,GSTIN 33AAACF3726D1Z7,0
342,547,559,579,TAX INVOICE,0
47,646,594,675,Invoice No : PX-19-CSB-66741,4
288,689,834,721,: 23-December-201919:36 T1,6
283,739,565,777,: THANIGAIVELAN,0
43,696,120,727,Date,5
43,744,181,776,Cashier,0
44,842,161,873,Member,0
48,940,301,971,I.M.SARAVANAN,0
45,990,242,1020,8056319035,0
45,1038,642,1067,Place Of Suppy : TAMILNADU33,0
251,1125,582,1164,HSN Description,7
185,1183,343,1215,Qty Rate,0
45,1136,122,1167,Code,0
46,1184,103,1217,GST,0
545,1182,623,1214,Disc,0
745,1179,842,1214,Value,0
44,1276,843,1309,ST 0112716 9603 Deli W7838 Whiteboard E,8
408,1328,623,1360,80.00 0.00,0
52,1330,83,1363,18,0
261,1321,319,1364,1 RS.,0
746,1327,843,1356,"80,00",0
47,1478,120,1504,Tot:,0
747,1473,844,1505,80,0
349,1573,599,1598,Grand Total :,9
747,1571,844,1603,80,10
48,1674,87,1705,MA,
248,1671,561,1703,XXXXXXXXXXXX0001,
748,1671,845,1701,80,
50,1770,265,1805,GST Summary,
49,1872,107,1901,GST,
171,1869,306,1901,Taxable,
409,1868,485,1901,CGST,
589,1867,666,1899,SGST,
773,1867,846,1899,IGST,
55,1969,87,2002,18,
231,1967,326,2000,67.8,
429,1966,506,1998,6.1,
609,1966,686,1998,6.1,
769,1965,847,1998,0,
52,2069,124,2096,Tot:,
230,2067,330,2100,67.8,
431,2067,507,2098,6.1,
612,2065,689,2097,6.1,
772,2065,847,2097,0,
353,2215,530,2247,Thank You,
373,2362,806,2393,Software by Logic Soft,
414,2420,791,2443,www.logicsoft.co.in,
