xmin,ymin,xmax,ymax,Object,label
91,36,400,105,Starmark Chennai Phoenix Market City,1
87,55,437,132,"Unit No-S03, No - 142, Velachery Main Roa",2
77,86,333,141,"Velachery, Chennal - 600 042.",2
72,94,239,141,Ph: 044-6665 0311,0
85,116,284,181,GSTIN 33AAACF3726D1Z7,0
218,220,308,256,TAX INVOICE,0
84,252,325,311,Involce No : PX-19-CSB-66166,4
73,277,113,303,Date,5
79,302,138,330,Cashier,0
188,285,422,352,: 22-December-201918:07 T1,6
189,308,309,349,: THANIGAIVELAN,0
81,358,335,407,Place Of Supply TAMILNADU33,0
170,409,312,451,HSN Description,7
101,437,67,418,epo,0
135,438,210,460,Qty Rate,0
298,445,336,476,Discx,0
378,466,415,491,Value,0
91,463,66,446,1S9,0
69,485,327,524,BK 0451814 4901 NORMAL PEOPLE,8
103,535,84,513,X0,0
166,517,203,537,1 RS.,0
220,525,324,551,499.00 0.00,0
408,561,370,536,66,0
73,565,409,608,TO 0000225 9503 Funskool Travel Battlesh,8
165,592,195,610,1 RS.,0
327,619,227,591,X000 00661,0
362,611,402,634,199,0
66,634,381,674,GI 0012564 1806 Cadbury Nutties 30gms,8
222,672,329,686,40.00 0.00,0
156,661,192,684,1 RS.,0
401,703,368,681,0,0
60,708,366,736,TO 0047770 9506 1623 Skipping Rope,8
157,736,185,754,1 RS.,0
208,744,314,762,120.00 0.00,0
400,773,360,752,00OZL,0
62,776,375,816,GI 0012564 1806 Cadbury Nutties 30gms,8
152,804,188,822,1 RS.,0
217,803,312,832,40.00 0.00,0
410,837,373,815,00 0,0
91,822,66,803,X81,0
60,845,382,880,GI 0012564 1806 Cadbury Nutties 30gms,8
148,872,181,893,1 RS.,0
213,872,306,904,40.00 0.00,0
395,912,360,894,0,0
57,914,372,956,GI 0012564 1806 Cadbury Nutties 30gms,8
308,977,217,945,X000 000,0
357,963,393,980,40,0
51,986,401,1023,GI 0086884 4819 PAPER CARRY BAG MEDIUM P,8
147,944,181,962,1 RS.,0
138,1013,175,1034,1 RS.,0
219,1019,295,1045,"9,00 0.00",0
390,1051,360,1034,6,0
336,1103,385,1119,987,0
89,1102,48,1083,:101,0
178,1132,289,1156,Grand Total :,9
333,1147,383,1163,987,10
333,1182,389,1206,987,
257,1204,122,1185,ERXXXXXXXXXXX,
47,1197,36,1182,IA,
38,1216,126,1249,GST Summary,
57,1283,36,1264,189,
88,1267,152,1287,Taxable,
197,1269,226,1288,CGST,
295,1298,264,1282,1S9S,
378,1295,347,1275,IS9I,
69,1330,42,1311,A,
96,1335,157,1355,292.86,
96,1322,146,1338,499,
190,1339,231,1357,17.57,
190,1361,234,1381,12.2,
269,1340,309,1361,17.57,
264,1365,309,1386,12.2,
370,1371,338,1355,0,
99,1359,151,1380,135.59,
47,1383,32,1367,XBI,
98,1405,151,1428,927.45,
64,1426,29,1406,:101,
181,1406,231,1428,29.77,
259,1410,310,1434,29.77,
367,1441,335,1424,0,
152,1480,227,1505,Thank You,
167,1550,342,1578,Software by Logic Soft,
177,1576,342,1596,WWw.logicsoft.co.in,
