xmin,ymin,xmax,ymax,Object,label
11,84,248,92,Starmark Chennai Phoenix Market City,1
11,100,275,106,"Unit No-S03, No - 142, Vetachery Main Roa",2
12,116,200,124,"Velachery, Chenna - 600 042.",2
12,131,121,138,Ph: 044-6665 0311,0
12,148,163,157,GSTIN 33AAACF 37260127,0
113,196,182,204,TAX INVOICE,0
14,229,196,236,Invoice No : PX-19-CSB-51231,4
13,246,37,256,Date,5
92,242,270,253,: 22/0ctober /2019 15:53 T2,6
99,261,129,269,SHE IK,0
13,262,55,271,Cashier,0
13,293,192,300,Place Of Supply : TAMILNADU,0
86,325,194,332,HSN Descript ron,7
59,341,110,350,Oty Rate,0
13,325,38,335,Code,0
13,341,29,350,GST,0
179,338,211,347,Disck,0
246,337,277,349,Value,0
11,369,277,380,SI 0026356 4820 Soto RA902 A4 Black 2d R,8
77,387,206,398,"I RS. 160.00 0,00",0
15,390,24,400,18,0
241,388,277,397,160,0
11,421,251,431,ST 0000503 8472 Kangaro Hp 10 Stapler,8
240,437,278,446,200,0
17,438,26,449,18,0
86,437,99,449,1 RS,0
126,439,206,447,200.00 0.00,0
12,470,278,479,ST 0071122 3923 Smartex Zipper Bags A7P,8
133,488,205,496,"29.00 0,00",0
17,487,26,496,18,0
85,485,102,497,I RS.,0
245,486,278,495,29,0
11,518,271,528,ST O114214 3923 Smartex Ziplock Bags AB,8
18,536,26,545,18,0
84,534,104,546,I RS.,0
133,537,211,546,25.00 0.00X,0
246,535,278,545,25,0
16,566,278,576,ST 0071118 3923 Smartex Zioper Bags B7 P,8
246,584,277,593,39,0
17,585,27,594,18,0
86,583,103,596,I RS.,0
134,586,211,594,39.00 0.00X,0
15,617,277,624,ST 0072037 3923 Smartex Zipper Bags B6 P,8
133,633,211,642,"49.00 0,00X",0
17,633,26,642,18,0
84,631,104,644,I RS.,0
246,630,277,642,49,0
14,663,279,673,ST 0072037 3923 Smartex Zi pper Bags B6P,8
134,681,212,690,49.00 0.00X,0
18,681,34,691,18X,0
85,679,105,694,I RS.,0
247,680,278,688,49,0
13,712,278,722,ST 0072033 3923 Smartex 7ipper Bags A5P,8
134,730,207,739,59.00 0.00,0
19,730,30,740,18,0
87,727,104,740,1 RS.,0
246,728,278,738,59,0
17,758,278,769,SI 0072033 3923 Smartex Zitper Bags A5 P,8
247,775,279,785,59,0
18,777,27,787,18,0
88,774,105,787,I RS.,0
134,777,206,785,59.00 0.00,0
16,806,272,817,ST 0000481 8472 Kengaro Im Staples 1000,8
19,826,27,835,18,0
93,823,102,835,RS,0
141,825,208,834,9.00 0.00,0
253,824,279,833,9,0
14,855,272,866,ST 000048 8472 Kangaro im Staples 1000,8
254,872,279,882,9,0
18,874,27,883,18,0
85,871,106,884,1 RS.,0
141,874,206,883,"9.00 0,00",0
15,903,265,914,ST 0000502 8472 Kangaro Min 10 Stapler,8
134,922,207,930,57.00 0.00,0
18,922,27,931,18,0
85,919,108,931,I RS.,0
247,921,279,930,57,0
15,951,280,962,ST 0067640 8472 FP-20 KANGARO PAPER PUNC,8
19,970,28,979,18,0
85,967,105,980,1 RS.,0
135,970,207,978,90.00 0.00,0
249,969,280,978,90,0
14,999,274,1012,ST 0015377 4802 Jk Excel Bond Paper 100,8
87,1015,110,1030,I RS.,0
19,1018,28,1028,12,0
131,1018,207,1028,135.00 0.00,0
244,1018,280,1027,135,0
13,1047,274,1060,ST 0106388 3926 GL LEAF SHEET PROTECTOR,8
131,1066,214,1076,125.00 0.00x,0
19,1066,28,1076,18,0
86,1064,107,1076,1 RS.,0
244,1066,281,1077,125,0
16,1095,281,1109,SI 0015375 4802 Jk Copier Paper 500 Shts,8
129,1114,214,1123,310.00 0.00x,0
19,1115,28,1124,12,0
88,1112,105,1124,1 RS.,0
242,1113,281,1126,310,0
12,1144,281,1158,GI 0085201 4202 STARMARK COTTON CARRY BA,8
135,1163,208,1174,20.00 0.00,0
23,1164,28,1173,5,0
81,1160,114,1176,1 RS.,0
249,1164,281,1175,20,0
18,1211,41,1219,Tot:,0
72,1211,82,1221,17,0
239,1213,282,1223,1424,0
120,1241,203,1254,Grand Total:,9
239,1244,282,1255,1424,10
17,1276,29,1286,MA,
84,1275,188,1286,XXXXXXXXXXXX1702,
239,1277,282,1288,1424,
16,1306,88,1320,GST Summary,
17,1341,34,1351,GST,
77,1344,101,1351,eble,
136,1342,160,1351,CGST,
197,1343,221,1352,SGST,
259,1343,281,1354,IGST,
79,1374,108,1384,19.05,
70,1390,108,1400,"397,32",
70,1406,107,1416,812.71,
143,1375,168,1384,0.48,
204,1375,229,1385,0.48,
257,1376,282,1386,"0,00",
19,1391,28,1400,12,
136,1391,167,1399,23.64,
197,1390,228,1401,23.84,
197,1407,228,1417,73.14,
257,1392,282,1403,0,
257,1408,282,1418,0,
19,1407,28,1416,18,
137,1406,168,1415,73.14,
17,1440,40,1451,Tot:,
65,1439,108,1449,1229.08,
136,1439,168,1449,97.46,
197,1439,228,1450,97.46,
257,1440,282,1451,0,
118,1488,177,1498,Thank You,
123,1537,269,1549,Software by Logic Soft,
137,1554,263,1566,www.logicsoft.co.in,
