xmin,ymin,xmax,ymax,Object,label
51,221,766,243,Starmark Chennai Phoenix Market City,1
52,270,848,285,"Unit No-S03, No - 142, Velachery Main Roa",2
52,319,623,337,"Velachery, Chennai - 600 042.",2
52,368,384,393,Ph: 044-6665 0311,0
53,418,510,438,GSTIN 33AAACF3726D1Z7,0
357,556,573,583,TAX INVOICE,0
63,660,615,680,Invoice No : PX-19-CSB-67678,4
60,708,138,739,Date,5
301,695,856,724,: 25/December/201917:23 T2,6
311,745,415,782,: ASHOK,0
61,758,199,786,Cashier,0
63,856,658,876,Place Of Supply : TAMILNADU33,0
285,950,600,975,HSN Description,7
204,1001,364,1028,Qty Rate,0
65,954,141,983,Code,0
66,1004,123,1034,GST,0
564,994,641,1023,Disc,0
765,989,862,1019,Value,0
68,1102,863,1116,BK 0456353 4901 THEA STILTON AND THE BLA,8
88,1149,105,1179,0,0
253,1146,260,1177,1,0
268,1139,644,1169,1 RS. 325.00 0.00,0
747,1136,864,1165,325,0
70,1246,866,1262,BK 0430054 4901 RICH DAD POOR DAD UPDATE,8
91,1295,108,1326,0,0
258,1287,647,1315,1 RS. 399.00 0.00,0
750,1281,866,1310,399,0
74,1443,145,1468,Tot:,0
753,1428,869,1458,724,0
374,1534,625,1555,Grand Total :,9
753,1527,871,1554,724,10
77,1638,111,1670,VI,
275,1634,593,1659,XXXXXXXXXXXX1408,
755,1623,873,1653,724,
78,1737,293,1769,GST Summary,
79,1834,137,1865,GST,
199,1829,336,1866,Taxable,
439,1827,516,1858,CGST,
619,1824,695,1854,SGST,
801,1820,874,1849,IGST,
241,1931,358,1958,724,
461,1925,538,1956,0,
641,1921,718,1952,0,
801,1918,877,1948,0,
83,2030,154,2056,Tot:,
243,2027,360,2056,724,
463,2023,540,2051,0,
641,2018,719,2050,0,
800,2014,878,2045,0,
385,2170,561,2198,Thank You,
408,2318,843,2341,Software by Logic Soft,
449,2375,826,2390,www.logicsoft.co.in,
270,1438,254,1471,2,
