xmin,ymin,xmax,ymax,Object,label
385,207,578,222,TAX INVOICE,0
422,244,557,270,Original,0
443,289,707,303,Pizza Hut India,1
356,338,615,349,PH Pheonix Mall,2
235,386,741,386,SAPPHIRE FOODS INDIA PUT LID.,0
272,424,712,433,CIN-U9309OMH2009PTC197005,0
256,470,732,477,6ST IN NO.- 36AANCS5595A1Z2,0
314,550,687,565,Invoice No T17846682,4
177,643,408,662,9000013 Abda,0
415,669,685,692,tZza,0
490,710,602,739,7837,0
153,726,306,754,Tbl 10/1,0
761,698,868,720,Gst 2,0
376,795,660,820,Decz5 19 06:39PM,6
487,792,542,807,10/,0
242,894,486,911,Dine In,7
233,930,649,945,1 Per Pan Smoked Chicken,8
231,973,404,999,1 Pepsi Gls,8
719,913,824,937,385,0
730,952,825,978,99,0
250,1063,402,1085,Sub Total,0
251,1105,391,1128,CGST 2.5,0
253,1148,395,1170,SGST 2.5,0
256,1189,414,1210,Total Due,9
724,1039,830,1065,484,0
746,1082,832,1107,12.1,0
748,1124,837,1149,12.1,0
614,1170,833,1194,508,10
260,1274,597,1286,SAC-996331,
240,1356,791,1363,3. 15 off on Al-a-carte items,
318,1397,401,1426,only.,
267,1442,825,1450,Get discount code after survey.,
269,1490,493,1508,write code i,
269,1527,417,1554,Discount,
271,1566,434,1598,Hand over,
543,1470,712,1498,ace bolow,
415,1572,758,1602,PIZZAnt,
264,1646,501,1686,Terws ar co,
277,1695,817,1703,Offer validat this store only.,
279,1737,841,1743,Discount val it only on your next,
293,1776,843,1786,visit. valid for 30 days from,
281,1823,522,1841,date of visit.,
425,1902,724,1918,Digital Signature,
154,2409,186,2273,.co.in,
135,1837,154,1375,www.pizzahut.co.in,
104,934,108,471,www.pizzahut.co.in,
