xmin,ymin,xmax,ymax,Object,label
366,200,560,220,TAX INVOICE,0
403,240,539,267,Original,0
423,284,694,305,Pizza Hut India,1
337,330,596,347,PH Pheonix Mall,2
215,378,722,385,SAPPHIRE FOODS INDIA PUT LTD.,0
252,418,693,429,CIN-U93090MH2009PTC197005,0
236,462,713,469,GST IN NO.- 36AANCS5595A1Z2,0
305,539,664,557,Invoice No. TI7844824,4
156,633,421,657,9000011 Vignesh,0
413,702,570,735,Chk 5516,0
340,757,612,778,Customer/556,0
471,788,525,820,19,0
142,719,278,744,Tbl 17/1,0
742,695,847,719,Gst 4,0
220,886,381,911,Dine,7
206,924,477,950,1 ChsGrBrdStiks,8
210,967,462,995,1 TTB Veg For 4,8
260,1011,525,1029,Med Cheese Maxx,8
701,909,804,934,149,0
700,950,806,979,"995,00",0
263,1054,526,1072,Tandoori Paneer,8
263,1096,634,1112,Med Pan CountryFeast,8
265,1138,530,1156,GarlicBrdsticks,8
268,1178,514,1202,TexasGarlicDip,8
268,1221,481,1247,Potato Wedgs,8
269,1265,482,1286,V-StufPocket,8
272,1308,450,1332,No Upgrade,0
239,1351,451,1375,2 No Upgrade,0
228,1390,404,1420,1 Jamuntini,8
223,1431,506,1459,1 MslaPepsi Tebir,8
228,1475,526,1500,1 ChsyJalapePopper,8
718,1376,822,1400,119,0
736,1417,824,1442,99,0
721,1460,826,1486,149,0
247,1564,400,1587,Sub Total,0
250,1606,391,1629,CGST 2.5,0
256,1643,370,1672,SGST 2.5,0
254,1690,420,1718,Total Dde,9
707,1547,828,1570,1511,0
742,1588,830,1612,37.78,0
743,1630,832,1654,37.78,0
391,1716,843,1708,DIZZA7.00,
247,1765,665,1797,SAC-99533IT,
237,1857,786,1869,3. 15 off n Al-a-carte items,
314,1900,398,1929,only.,
264,1944,821,1951,Get discount code after survey.,
266,1993,703,2000,write code in space below,
267,2029,508,2049,Discount Code:,
268,2072,741,2082,Hand over bill for discount,
272,2157,635,2173,Terms and conditions:,
272,2199,813,2211,Offer valid at this store only.,
274,2240,837,2251,Discount val id only on your next,
282,2278,840,2298,visit. valid for 30 days from,
277,2325,518,2345,date of visit.,
421,2405,720,2427,Digital Signature,
402,2624,728,2639,PIZza,
462,2674,700,2725,Hut,
155,2872,170,2412,www.pizzahut.co.in,
127,1968,136,1507,www.pizzahut.co.in,
87,1061,97,598,www.pizzahut.co.in,
