xmin,ymin,xmax,ymax,Object,label
365,195,559,214,TAX INVOICE,0
402,233,537,265,Original,0
416,275,686,296,Pizza Hut India,1
334,324,594,342,PH Pheonix Mall,2
213,370,720,379,SAPPHIRE FOODS INDIA PUT LTD.,0
249,411,691,424,CIN-U93090MH2009PTC197005,0
233,455,710,466,GST IN NO.- 36AANCS5595A1Z2,0
289,536,660,552,Invoice No. TI7844683,4
151,626,430,649,9000012 Parthip,0
133,707,272,735,Tb 14/1,0
737,689,843,713,Gst 3,0
357,744,608,770,Customer/5339,0
345,783,645,811,Dec4 16/01PM,6
213,878,459,902,Dine In,7
207,916,585,935,1 Per Pan Classic Corn,8
696,902,798,927,145,0
218,1005,370,1027,Sub Total,0
224,1041,360,1070,CGST 2.5,0
221,1089,362,1112,SGST 2.5,0
224,1131,381,1155,Total Due,9
699,987,801,1013,145,0
732,1026,802,1056,3.63,0
734,1071,804,1098,3.63,0
597,1119,802,1140,152,10
226,1215,564,1231,SAC-996331,
206,1294,758,1309,3. 15 off on Al-a-carte items,
282,1340,366,1368,only.,
231,1384,791,1392,Get discount code after survey.,
233,1433,675,1439,write code in space below,
234,1467,477,1489,Discount Code:,
236,1511,713,1529,Hand over biM for Hiscount,
248,1591,596,1619,Terms ar conditions,
250,1634,791,1655,Offer vad af this Store only.,
245,1675,806,1690,Discount val dmon your next,
244,1727,808,1732,visit. Vali for 30 days from,
244,1764,501,1789,date of visit.,
388,1844,689,1865,Digital Signature,
104,1871,117,1410,www.pizzahut.co.in,
72,967,82,507,www.pizzahut.co.in,
