xmin,ymin,xmax,ymax,Object,label
369,201,563,220,TAX INVOICE,0
406,238,542,267,Original,0
427,283,692,301,Pizza Hut India,1
339,328,600,347,PH Pheonix Mall,2
217,376,723,383,SAPPHIRE FOODS INDIA PUT LTD.,0
253,419,695,432,CIN-U93090MH2009PTC197005,0
233,457,714,473,GST IN NO.- 2GAANC5595A1Z2,0
308,543,494,568,Involce No.,4
157,633,430,658,9000011 Vignesh,0
426,704,567,734,Chk 8332,0
375,750,605,770,Customer/8332,0
359,795,642,812,Dec2719 06:44PM,6
634,681,406,621,Hut,0
143,719,278,743,Tbl 18/1,0
745,693,851,715,Gst 3,0
221,886,466,903,Dine In,7
211,923,559,945,1 Med Pan Margherita,8
216,966,578,985,1 Per Pan Veg Exotica,8
213,1010,475,1035,1 ChsGrBrdSticks,8
702,905,808,932,335,0
702,947,810,973,385,0
699,1006,810,1015,149,0
817,1099,707,1077,00 698,0
727,1118,816,1142,21.73,0
231,1099,384,1121,Sub Total,0
233,1141,380,1163,CGST 2.5,0
235,1183,376,1205,SGST 2.5,0
239,1226,397,1247,Total Due,9
246,1394,780,1403,3. 15 off on Al a car te items,
301,1432,383,1462,only.,
248,1475,820,1490,Get discougsode urvey.,
258,1518,702,1536,write code spece ielbW,
254,1564,487,1588,Discount de,
260,1692,612,1709,Terms and conditins,
262,1734,804,1739,Offer valid at this store only.,
264,1776,828,1777,Discount valid only on your next,
267,1818,830,1821,visit. valid for 30 days from,
269,1862,510,1879,date of visit.,
414,1937,712,1955,Digital Signature,
169,2458,198,2182,zzahut.co.in,
148,1746,151,1279,www.pizzahut.co.in,
93,835,126,367,www.pizzahut.co.in,
