xmin,ymin,xmax,ymax,Object,label
322,217,642,249,piZza,1
443,240,552,275,iemat,0
578,263,688,315,t India,1
334,336,604,355,PH Pednix Mall,2
213,385,721,387,SAPPHIRE FOODS INDIA PUT LTD.,0
250,426,692,431,CIN-U93090MH2009PTC197005,0
237,468,713,472,GST IN NO.- 36AANCS5595A1Z2,0
295,551,665,559,Invoice No. TI7846450,4
158,644,441,658,9000010 Surendra,0
745,697,851,719,Gst 3,0
428,713,568,735,Chk 7544,0
377,757,606,777,Customer/7544,0
361,803,645,817,Dec2419 08:52PM,6
145,729,280,751,Tbl 17/1,0
225,894,470,910,Dine In,7
213,930,652,943,1 Med Pan CountryFeast No,8
230,978,494,993,Mushroom Paneer,8
226,1017,391,1044,1 GB Cheese,8
224,1064,485,1084,1 ChocovalconoOT,8
705,910,810,934,565,0
713,996,815,1020,139,0
729,1037,817,1064,99,0
240,1148,393,1169,Sub Total,0
242,1190,401,1215,CGST 2.5,0
244,1233,408,1252,SGST 2.57,0
248,1276,405,1297,Total Due,9
383,1134,693,1150,PIZza,0
425,1184,672,1228,Hut,0
716,1123,821,1147,803,0
736,1164,823,1189,20.08,0
738,1207,826,1233,20.08,0
616,1256,825,1275,843,10
251,1360,589,1371,SAC--996331,
233,1440,785,1447,3. 15 off on Al-a-carte items,
312,1486,394,1513,only.,
260,1529,819,1532,Get discount code after survey.,
262,1577,704,1577,write code in space below,
264,1613,506,1631,Discount Code:,
266,1656,743,1661,Hand over bi11 for discount,
271,1742,637,1752,Terms and conditions:,
274,1784,815,1788,Offer valid at this store only.,
276,1825,840,1826,Discount valid only on your next,
279,1874,842,1869,visit. valid for 30 days from,
280,1911,521,1931,"date of visit,",
424,1985,732,2005,Bietta Signature,
416,2045,736,2051,RIZZA,
171,2287,174,1826,www.pizzahut.co.in,
124,1388,126,927,www.pizzahut.co.in,
49,446,91,53,www.pizzahut.co.i,
