xmin,ymin,xmax,ymax,Object,label
370,212,572,232,TAX INVOICE,0
414,256,551,278,Original,0
429,294,699,310,Pizza Hut India,1
350,344,608,358,PH Pheonix Mall,2
228,393,735,393,SAPPHIRE FOODS INDIA PUT LTD.,2
266,435,707,438,CIN-U93090MH2009PTC197005,0
251,478,726,479,GST IN NO.- 36AANCS5595A1Z2,0
309,559,674,567,Invoice No. TI7846031,3
172,652,455,665,9000010 Surendra,0
440,717,589,745,Chk 20a1,0
390,763,623,786,Custoer/703t,0
355,804,617,832,Der0 80.0,0
160,737,295,756,Tbl 15/1,0
759,703,866,725,Gst 2,0
401,864,708,900,DIZZA,0
451,919,677,970,Hut,0
239,903,378,922,Dine,7
230,942,489,960,1 TIB Nonve Fo,8
279,984,413,1006,Med Pan,8
282,1020,565,1044,ChknSausagTfRka,8
284,1069,549,1084,GarlicBrdsticks,8
288,1109,534,1130,TexasGarlicDip,8
288,1151,500,1174,Potato Wedgs,8
291,1195,484,1214,Mirinda Gls,8
293,1238,452,1257,Pepsi Gls,8
267,1278,471,1299,2 No Upgrade,0
719,917,824,939,748,0
264,1366,419,1387,Sub Total,0
268,1408,408,1429,C6ST 2.5,0
270,1450,411,1471,SGST 2.5,0
272,1492,429,1512,Total Due,9
742,1339,848,1362,748,0
764,1381,850,1405,18.7,0
767,1424,852,1448,18.7,0
643,1473,851,1488,785,10
276,1576,614,1588,SAC-996331,
268,1660,810,1661,3. 15 off on At a-carte items,
336,1701,419,1727,only.,
286,1747,851,1751,Get discot Code after survey.,
288,1795,481,1811,write code,
290,1830,543,1850,Discount de:,
292,1875,612,1883,Hand over bito,
585,1845,770,1886,iscount,
297,1957,662,1967,Terms and conditions:,
298,2000,841,1998,Offer valid at this store only.,
301,2042,866,2041,Discount valid only on your next,
311,2079,868,2081,visit. valid for 30 days from,
306,2126,548,2142,date of visit.,
452,2204,752,2217,Digital Signature,
199,2722,241,2477,ahut.co.in,
185,2038,185,1573,www.pizzahut.co.in,
135,1134,137,670,www.pizzahut.co.in,
72,182,113,60,www.pi,
