xmin,ymin,xmax,ymax,Object,label
240,30,291,63,Mi,0
161,100,365,148,TAX INVOICE,0
3,181,307,209,AIMAR COMMUNICATION,1
5,212,450,238,"Pioenix Market City, Unit no. F-23, 1st",2
3,241,431,269,"Foor, No. 142, Velachery Main Road,",2
3,271,225,298,"V. lachery,Chennai",2
4,302,279,325,FI NO.: 1800103 6286,0
6,333,496,356,Customer Support: service.inxiaomi.com,0
7,365,402,382,Cstomer HotLine: 1800 103 6286,0
17,391,323,415,COTIN: 33AAJPA0537D1ZH,0
11,425,278,441,PAN NO: AAJPA0537D,0
25,452,424,472,5 ste Name Code: Tamil Nadu33,0
14,521,407,531,ILvoice Date: 2019-10-19 17:24:40,6
14,550,400,562,L.voice NO.: SMN0016101901383,4
51,578,404,590,der NO.: SA119101949012712,0
25,607,393,619,Cist. Name: PRABHU KRISHNAN,0
20,637,267,651,Cist. PH: 9944710693,0
17,665,132,687,PAN NO.:,0
37,695,255,709,S ate Name Code:,0
19,727,201,745,P.ace of Supply:,0
312,783,510,801,Mi Earphones Bla,8
353,810,513,818,GoodsID: 1664,8
294,840,514,851,HSNCODE: 8518300,8
23,819,152,840,Cescription,7
451,901,507,916,SGST,0
33,909,166,933,P iceincl.tax,0
77,942,119,957,499,0
269,906,327,920,CGST,0
297,934,308,951,9,0
477,929,489,946,9,0
386,996,517,1013,Totalincl.ta,0
151,1005,210,1020,SGST,0
149,1036,210,1051,38.05,0
275,1002,323,1019,QTY,0
294,1030,301,1048,1,0
22,1010,84,1026,CIST,0
442,1027,483,1043,499,0
22,1040,84,1056,3 i05,0
480,1082,520,1098,422,0
39,1090,161,1110,S 1B TOTAL:,0
26,1120,202,1135,CiAND TOTAL:,0
501,1110,520,1127,49,0
27,1150,155,1168,DSCOUNT:,0
41,1180,108,1201,T DTAL:,9
468,1174,514,1188,499,10
41,1254,522,1260,"his is a computer generated invoice, se",
139,1287,430,1299,no signature is required,
132,1310,434,1322,AMAR COMMUNICATION,
63,1338,508,1347,"Phoenix Market City, Unit no. F-23, 1st",
77,1362,497,1378,"Floor, No. 142, Velachery Main Road,",
180,1390,390,1409,"Velachery,Chennai",
27,1444,296,1454,Lerms and conditions:,
33,1465,519,1479,1 roduct once sold will not be returned or,
31,1501,441,1507,e c hanged Under any circumstance.,
34,1521,519,1533,2 i case of any manufacturing or Technica,
31,1541,517,1559,i se within 7 days of purchase please visit,
34,1567,493,1584,Mi service centre for DOA certificate and,
