xmin,ymin,xmax,ymax,Object,label
211,124,257,156,MI,0
155,186,320,216,TAX NVOICE,0
37,260,274,271,AMAR COMMUNICATION,1
47,283,388,294,"F wenix Market City, Unit no. F-23, 1st",2
35,305,377,323,"Fi.or, No. 142, Velachery Main Road,",2
49,331,213,352,"V lchery,Chennai",2
40,357,256,374,FI NO.. 1800 103 6286,0
63,384,429,402,tomer Support service.inxiaomi.com,0
49,408,354,425,Crlomer Hotline 1800 103 6286,0
66,431,291,444,.TIN 33AAJPA0537D1ZH,0
50,451,258,466,PAN NO: AAJPA0537D,0
67,471,374,489,5 ate Name Code: lanmil Nadu33,0
50,522,365,537,li.voice Date: 2019-11 08 18:51:46,6
54,546,362,563,li.voice NO.: SMN0016111900592,4
62,570,365,586,Ciiler NO. SA1191108170012133,0
81,592,289,609,t. Name: SRINIVASAN,0
62,617,259,634,Cust PH: 9677696198,0
62,643,144,649,FAN NO.:,0
76,666,249,681,S ate Name Code:,0
65,691,207,711,Face of Supply:,0
192,746,473,762,Redmi note 8 Moonlight White,8
380,772,474,787,6GB128GB,8
275,794,474,810,SN. 25262/E9XM00422,8
263,818,475,832,IMEI: 862759042669687,8
289,841,479,853,HSNCODE: 85171290,8
86,795,175,813,scription,7
79,890,191,908,FHeincl.tax,0
272,891,319,906,CGST,0
417,891,463,907,SGST,0
117,919,165,929,12999,0
98,960,136,975,I GST,0
94,982,141,999,E It1. 37,0
192,960,236,974,SGST,0
187,984,244,998,696.37,0
290,960,324,972,QTY,0
305,985,311,999,1,0
370,960,485,974,Totalincl.tax,0
406,984,459,998,12999,0
96,1036,195,1055,S IB TOTAL:,0
88,1062,229,1077,CRAND TOTAL:,0
416,1039,498,1053,11606.26,0
446,1063,500,1078,12999,0
104,1087,190,1103,#NAME?,0
89,1112,154,1127,TOTAL:,9
484,1096,501,1101,0-,0
421,1113,504,1128,12999,10
109,1171,499,1188,"Ihis is a computer generated invoice, so",
187,1195,417,1215,no signature is required,
184,1221,424,1237,AMAR COMMUNICATION,
128,1246,486,1263,"Phoenix Market Cily, Unit no. F-23, 1st",
137,1270,480,1290,"Floor, No. 142, Velachery Main Road,",
224,1294,394,1316,"Velachery,Chennai",
107,1340,322,1356,1:rtns and conditions:,
111,1364,510,1385,1 P1oduct once sold will not be retuined or,
110,1390,445,1409,E changed Undet any circumstance.,
109,1415,516,1436,2 in case of any manulacturing or Technical,
105,1439,512,1460,I ue within 7 days of purchase please visit,
111,1464,495,1485,Ali service centre for DOA certificate and,
124,1490,459,1508,b ing it to Mi Home within 48 hrs for,
105,1514,242,1535,ri placement.,
118,1540,503,1555,3 Keep a copy of this invoice to clairm any,
120,1563,507,1570,f tuie serve on the product at our service,
126,1583,190,1598,C. riters.,
