xmin,ymin,xmax,ymax,Object,label
437,275,517,327,MI,0
307,403,649,469,TAX INVOICE,0
71,548,553,581,A A:AR COMMUNICATION,1
78,600,787,625,"P oenix Market City, Unit no. F-23, 1st",2
58,651,758,680,"F. or, No. 142, Velachery Main Road,",2
81,698,411,738,V lachery.Chennai,2
62,754,504,778,E.NO: 1800 103 6286,0
110,800,864,826,IsIomer Support: service.inxiaomi.com,0
111,849,706,875,IS: omer HotLine: 1800 1036286,0
80,896,576,931,GIN: 33AAJPA0537D1ZH,0
64,952,500,983,P.N NO: AAJPA0537D,0
50,1039,706,1066,Ii cice Date: 2019-09-21 16:11:31,6
87,1090,702,1118,I cice NO.: SMN0016091901384,4
82,1138,703,1167,C dda NO.: SA1190921564181693,0
117,1190,452,1220,is. Name: mukesh,0
114,1238,477,1269,151 PH: 9677107942,0
120,1397,281,1445,:s ription,7
543,1350,914,1378,M Earphones Silver,8
611,1395,913,1429,GoodslD: 16644,8
514,1448,914,1477,HSNCODE: 85183000,8
86,1539,303,1581,F ic incl.tax,0
473,1543,573,1570,CGST,0
773,1540,870,1568,SGST,0
162,1595,229,1622,699,0
520,1591,539,1619,9,0
818,1589,837,1619,9,0
280,1704,375,1733,SGST,0
484,1703,559,1732,QTY,0
666,1700,885,1730,Totalincl.tax,0
72,1755,166,1783,5.31,0
279,1755,372,1782,53.31,0
760,1749,826,1778,699,0
96,1842,298,1879,S IB TOTAL:,0
127,1891,364,1926,LAND TOTAL:,0
88,1940,288,1975,C SCOUNT:,0
109,1993,216,2027,T OTAL:,9
798,1844,919,1875,592.38,0
854,1893,920,1924,699,0
883,1958,920,1974,0,0
800,1994,920,2026,699,10
118,2116,903,2147,"his is a computer generated invoice, so",
255,2164,736,2206,no signature is required,
252,2217,743,2248,AMAR COMMUNICATION,
136,2264,866,2297,"Fhoenix Market City, Unit no. F-23, 1st",
169,2310,847,2353,"loor, No. 142, Velachery Main Road,",
319,2365,679,2397,"Velachery, Chennai",
98,2449,520,2483,1 rins and conditions:,
78,2499,896,2537,1 Product once sold will not be returned or,
110,2549,760,2586,e clanged Under any circumstance.,
77,2598,900,2637,2 n case of any manufacturing or Technical,
59,2643,890,2685,i u: within 7 days of purchase please visit,
79,2693,850,2738,Aiservice centre for DOA certificate and,
102,2743,779,2786,E in it to M Home within 48 hrs for,
74,2795,324,2834,F. placement.,
78,2843,862,2892,3 Keep a copy of this invoice to clairn any,
60,2893,868,2938,fi ture serve on the product at our service,
117,2948,226,2979,C nters.,
121,3034,901,3077,MAR COMMUNICATION is an authorized,
52,3073,689,3134,f n hise holder of Mi products.,
