xmin,ymin,xmax,ymax,Object,label
434,283,514,337,MI,0
298,408,641,482,TAX INVOICE,0
47,558,543,592,AMAR COMMUNICATION,1
62,606,778,638,"F 1oanix Market City, Unit no. F-23, 1st",2
40,656,749,693,"Floor, No. 142, Velachery Main Road,",2
58,706,396,749,"V :lachery,Chennai",2
77,757,494,789,F 1. NO.: 1800 103 6286,0
51,810,856,840,Customer Support: service.inxiaomi.com,0
51,861,698,887,Cestomer HotLine: 1800 103 6286,0
52,910,563,938,CSTIN: 33AAJPA0537D1ZH,0
54,961,490,987,FAN NO.: AAJPA0537D,0
77,1002,734,1036,S ate Name Code: Tamil Nadu33,0
82,1118,704,1145,L voice Date: 2019-11-09 18:59:34,6
48,1168,695,1196,"IL, voice NO.: SMN0016111900714",4
56,1222,697,1247,Cirder NO.: SA1191109189112994,0
58,1266,435,1298,Cist. Name: SRIKAR,0
64,1316,470,1347,Cust. PH: 9493611113,0
57,1370,234,1401,FAN NO.:,0
90,1418,445,1445,S ate Name Code:,0
59,1470,358,1508,Face of Supply:,0
480,1577,904,1613,Mi Smart Band 4 Strap,8
390,1628,906,1652,Compatible with Mi Band 3,8
715,1676,908,1702,Deep Blue,8
607,1726,906,1754,GoodslD: 24694,8
80,1679,273,1719,escription,7
507,1779,909,1803,HSNCODE: 39269099,8
79,1883,296,1930,F jceind.tax,0
464,1889,565,1920,CGST,0
766,1887,861,1917,SGST,0
153,1943,220,1971,249,0
511,1941,530,1970,9,0
811,1937,828,1967,9,0
271,2032,363,2063,SGST,0
475,2033,551,2065,QTY,0
657,2025,896,2065,Totalincl.tax,0
66,2086,162,2114,1..99,0
272,2084,367,2114,18.99,0
751,2079,817,2110,249,0
65,2198,284,2226,SJB TOTAL:,0
788,2189,911,2218,211.02,0
847,2239,912,2268,249,0
65,2248,354,2276,GRAND TOTAL:,0
67,2298,279,2328,CISCOUNT:,0
875,2303,911,2317,0,0
67,2349,196,2379,LOTAL:,9
789,2339,911,2367,249,10
95,2470,894,2490,"This is a computer generated invoice, so",
242,2517,729,2544,no signature is required,
245,2569,738,2594,AMAR COMMUNICATION,
129,2617,860,2644,"Phoenix Market City, Unit no. F-23, 1st",
145,2666,843,2697,"Floor, No. 142, Velachery Main Road,",
320,2712,667,2752,"Velachery,Chennai",
68,2806,512,2834,1erms and conditions:,
77,2854,891,2884,1 Product once sold will not be returned or,
71,2904,756,2935,echanged Under any circumstance.,
72,2954,894,2986,2 in case of any manufacturing or Technical,
72,3014,885,3037,1 Aue within 7 days of purchase please visit,
68,3050,844,3089,Mi service centre for DOA certificate and,
88,3101,771,3138,b ing it to Mi Home within 48 hrs for,
47,3148,320,3194,r. placement.,
87,3202,854,3243,3 Keep a copy of this invoice to clairm any,
71,3251,861,3291,fiture serve on the prooduct at our service,
76,3302,219,3335,Ci niers.,
