xmin,ymin,xmax,ymax,Object,label
425,266,506,321,MI,0
296,393,637,462,TAX INVOICE,0
40,544,538,573,AMAR COMMUNICATION,1
46,593,774,619,"F1oenix Market City, Unit no. F-23, 1st",2
33,640,745,675,"Floor, No. 142, Velachery Main Road,",2
44,690,391,731,"Velachery,Chennai",2
39,738,490,772,"Fn, NO.: 1800 103 6286",0
51,788,851,823,Customer Support: service.inxiaomi.com,0
54,841,691,872,Cistomer HotLine: 18001036286,0
78,892,557,919,STIN: 33AAJPA0537D1ZH,0
49,942,485,969,FAN NO.: AAJPA0537D,0
43,986,728,1018,S. at:: Name Code: Tamil Nadu33,0
49,1102,698,1127,11voice Date: 2019-11-09 11:04:04,6
40,1146,687,1178,Ii vcice NO: SMN0016111900623,4
50,1202,691,1230,Gler NO.: SA1191109188571122,0
57,1248,577,1279,Cest. Name: JITHENDRAN S,0
60,1300,464,1330,Cust. PH: 9944925006,0
54,1353,229,1382,FAN NO.:,0
53,1402,440,1430,Siate Name Code:,0
55,1454,350,1490,Face of Supply:,0
530,1561,900,1588,Mi Earphones Silver,8
601,1610,899,1638,GoodsID: 16644,8
80,1614,269,1652,escription,7
503,1661,904,1688,HSNCODE: 85183000,8
70,1769,296,1818,F iceind.tax,0
461,1772,558,1804,CGST,0
777,1767,872,1804,SGST,0
149,1827,215,1855,699,0
120,1938,159,1967,SST,0
268,1937,363,1964,SGST,0
471,1934,550,1961,QTY,0
653,1925,897,1966,Totalincl.tax,0
62,1987,153,2018,5.31,0
269,1985,359,2015,53.31,0
749,1980,814,2009,699,0
786,2072,907,2104,592.38,0
842,2122,908,2152,699,0
873,2185,907,2204,0,0
84,2076,281,2110,S IB TOTAL:,
61,2130,352,2158,CRAND TOTAL:,
64,2181,276,2210,DISCOUNT:,
61,2232,194,2260,TOTAL:,9
787,2222,908,2252,699,10
92,2353,890,2374,"his is a computer generated invoice, so",
242,2398,724,2436,no signature is required,
239,2453,732,2478,AMAR COMMUNICATION,
125,2500,854,2524,"Phoenix Market City, Unit no. F-23, 1st",
141,2550,838,2578,"Floor, No. 142, Velachery Main Road,",
315,2596,661,2633,"Velachery,Chennai",
64,2690,508,2716,1:ms and conditions:,
87,2738,887,2762,1 Pioduct once sold will not be returned or,
73,2784,751,2816,E changed Under any circumstance.,
68,2839,890,2863,2 in case of any manufacturing or Technical,
69,2889,880,2913,isne within 7 days of purchase please visit,
69,2938,842,2965,Mi service centre for DOA certificate and,
84,2991,771,3015,E ing it to Mi Home within 48 hrs for,
68,3049,312,3076,r placement.,
93,3092,854,3118,3 Keep a copy of this invoice to claim any,
70,3140,863,3166,f ture serve on the product at our service,
69,3193,221,3223,C. riters.,
