xmin,ymin,xmax,ymax,Object,label
111,124,853,204,PATISSEZ RESTO CAFE,1
304,213,670,255,PHONEIX MARKET CITY,2
405,270,576,307,VELACHERY,2
217,309,755,350,CHENNAI - TAMILNADU - 600042,2
326,360,634,409,Ph: 09854623288,0
18,446,471,496,Date 21-12-2019 15:16,6
19,497,308,537,Bill: Bill-1611,4
17,544,233,582,Table : P20,0
16,593,253,635,Waiter: Lily,0
694,558,943,596,Order: Dining,0
748,603,943,637,Guests : 3,0
16,685,170,721,QTY Item,7
712,699,784,730,Rate,0
867,700,939,733,Cost,0
92,782,388,819,PIZZA CARNIVORE,8
91,831,465,866,THYME ROAST CHICKEN,8
91,879,207,912,ORANGE,8
92,926,188,959,APPLE,8
95,972,462,1003,LEMON MERINGUE TART,8
93,1017,265,1050,GREEN TEA,8
676,790,941,826,595.00 595.00,0
677,836,939,873,525.00 525.00,0
680,884,938,921,199.00 193.00,0
679,930,939,968,199.00 199.00,0
678,976,938,1015,149.00 149.00,0
679,1023,937,1062,129.00 129.00,0
92,1113,266,1143,Sub Total,0
91,1159,404,1192,Service Charge 5,0
87,1208,243,1239,CGST 2.5,0
81,1257,239,1288,SGST 2.5,0
73,1306,256,1338,Round off,0
69,1355,290,1384,Grand Total,9
809,1122,935,1160,1796,0
842,1172,935,1207,89.8,0
844,1217,935,1256,47.15,0
843,1266,936,1303,47.15,0
933,1352,843,1314,600-,0
807,1359,933,1400,1980,10
803,1457,930,1495,1980,
3,1459,272,1478,ayable amount,
253,1542,641,1574,Thanks Visit gain,
