xmin,ymin,xmax,ymax,Object,label
103,133,851,207,PATISSEZ RESTO CAFE,1
295,214,670,248,PHONEIX MARKET CITY,2
398,263,573,297,VELACHERY,2
206,313,761,346,CHENNAI - TAMILNADU - 600042,2
336,363,634,396,Ph: 09854623288,0
11,464,465,497,Date : 24-11-2019 15:30,6
4,510,305,549,Bill: Bill-0206,4
4,561,225,597,Table P14,0
4,610,305,648,Waiter: Cashier,0
710,561,961,598,Order: Dining,0
750,612,963,643,Guests : 19,0
8,714,165,750,QTY Item,7
731,712,807,746,Rate,0
891,711,963,743,Cost,0
16,807,330,845,1 WATER BOTTLE,8
92,863,588,892,MAKE YOUR OWN PIZZA - VEG,8
91,913,588,942,CHICKEN TIKKA STOWAYWRAP,8
7,957,490,993,1 THAI GREEN VEG CURRY,8
92,1013,449,1046,LIKE A VELVET MINI,8
710,809,963,839,63.33 63.33,0
690,859,966,889,495.00 495.00,0
691,909,956,935,395.00 395.00,0
693,959,971,989,445.00 445.00,0
696,1009,971,1040,299.00 299.00,0
90,1115,262,1150,Sub Total,0
91,1165,409,1201,Service Charge 5,0
91,1215,249,1252,CGST 2.5,0
92,1265,248,1299,SGST 2.5,0
92,1315,266,1350,Round off,0
95,1365,308,1398,Grand Total,9
840,1109,972,1140,1697.33,0
877,1159,971,1188,84.87,0
876,1209,971,1238,44.56,0
876,1257,972,1287,44.56,0
878,1323,970,1336,-0.32,0
838,1357,969,1385,1871,10
15,1458,291,1493,Payable amount,
837,1453,966,1482,1871,
280,1550,671,1578,Thanks Visit Again,
