xmin,ymin,xmax,ymax,Object,label
119,160,946,202,PATISSEZ RESTO CAFE,1
337,236,749,260,PHONEIX MARKET CITY,2
448,289,643,319,VELACHERY,2
243,350,848,363,CHENNAI - TAMILNADU - 600042,2
389,401,712,423,Ph: 09854623288,0
12,519,537,544,Date 24-12-2019 20:50,6
14,572,364,599,Bill: Bill-1944,4
19,626,279,658,Table : P14,0
18,680,369,704,Waiter: Cashier,0
794,594,1070,621,Order: Dining,0
862,643,1065,668,Guests : 1,0
29,790,222,819,QTY Item,7
822,750,904,781,Rate,0
991,740,1071,771,Cost,0
25,889,678,892,1 THREE CHEESE PIZZA 9 INCH,8
123,936,422,958,JAM DOUGHNUT,8
785,853,1076,873,455.00 455.00,0
792,904,1081,925,119.00 119.00,0
123,1048,326,1074,Sub Total,0
121,1104,446,1121,Discount Fixed,0
123,1160,491,1175,Service Charge 5,0
122,1218,310,1245,CGST 2.5,0
124,1276,312,1302,SGST 2.5,0
127,1331,335,1357,Round off,0
131,1388,379,1408,Grand Total,9
964,1000,1089,1027,574,0
929,1073,1092,1079,-250,0
996,1104,1095,1132,16.2,0
1017,1155,1095,1186,8.51,0
1020,1210,1097,1239,8.51,0
1005,1282,1095,1291,-0.21,0
983,1321,1101,1345,357,10
38,1488,363,1517,Payable amount,
987,1431,1107,1452,357,
352,1582,795,1592,Thanks Visit Again,
