xmin,ymin,xmax,ymax,Object,label
148,136,712,200,Patissez Express,1
255,199,598,233,Phoenix Market City,2
241,247,622,280,"No 142,Velachery Road,",2
301,291,560,321,Chennai-600042.,2
327,336,551,365,91 9677075061,0
250,379,619,407,GSTIN-33AAGFE9092E1ZF,0
5,466,415,498,Date : 21-12-2019 18:12,6
2,506,269,544,Bill: Bill-1091,4
4,552,186,588,Table : T2,0
3,596,274,631,Waiter: Cashier,0
630,551,859,587,Order: Dining,0
3,684,152,719,QTY Item,7
651,685,718,715,Rate,0
791,684,858,714,Cost,0
84,776,277,806,VEG SAVOURY,8
85,821,365,848,NUTELLA DOUGHNUT,8
619,773,861,801,105.00 105.00,0
619,816,861,846,139.00 139.00,0
86,908,238,937,Sub Total,0
86,952,226,984,CGST 2.5,0
87,998,226,1026,SGST 2.5,0
87,1040,242,1072,Round off,0
87,1086,276,1116,Grand Total,9
758,903,863,935,244,0
794,948,864,978,6.1,0
795,992,864,1022,6.1,0
779,1050,863,1065,-0.2,0
759,1081,863,1110,256,10
7,1166,261,1203,Payable amount,
759,1168,864,1199,256,
248,1259,601,1294,Thanks Visit Again,
