xmin,ymin,xmax,ymax,Object,label
110,207,574,284,COLD STONE,0
135,365,378,390,Cold Stone,1
408,364,794,387,Creamery Pvt Lt,1
154,408,767,426,Ground floor old door 66 new door 142,2
303,439,714,458,"Velacheri, Chennai--600042",2
250,462,215,439,"mC,",0
309,471,631,490,Ph No. 0446665 0313,0
143,501,791,527,Email:coldstone.pmcchennai0in.tablez.com,0
333,571,600,597,TAX INVOICE,0
168,634,442,657,: STNO1A1920124617,4
125,653,82,638,AUT,0
540,639,681,656,26-Oct-19,6
83,698,144,714,Name,0
288,697,481,719,": CS Creamery,",0
506,702,614,718,"PMC, Ch",0
81,726,178,745,Mobile,0
290,791,437,807,: RAM KUMAR,0
388,778,81,758,CINI NI O : ssappY,0
294,821,354,837,": G, 14",0
80,855,338,874,Sc Barcode/Name,7
151,882,403,905,Oh Fudge like,8
81,820,160,835,Table,0
505,824,693,838,Time : 20:52,6
506,854,554,882,Qty,0
617,858,713,873,Amount,0
602,889,696,905,260,0
533,906,487,889,0,0
194,983,351,999,Sub Total:,0
603,984,696,1001,260,0
192,1016,368,1031,CGST 2.50,0
634,1015,695,1033,6.5,0
192,1048,368,1063,SGST 2.50,0
634,1047,695,1064,6.5,0
192,1077,269,1092,Total,7
300,1093,296,1081,:,7
602,1078,695,1093,273,8
75,1112,140,1127,VISA,
601,1112,694,1128,273,
75,1174,252,1187,SAC: 996331,
73,1236,431,1251,GSTIN: 33AAGCC0109H1Z9,
73,1298,413,1318,Authorised Signatory.,
156,1359,282,1376,Feedback,
324,1357,782,1379,: info.coldstonedin.tablez.cc,
155,1422,596,1439,Connect with us on Facebook,
152,1452,563,1474,Www.fb.com/ColdStoneIndia,
