xmin,ymin,xmax,ymax,Object,label
79,245,585,347,COLD STONE O,0
129,391,666,415,Cold Stone Creamery Pvt Lt,1
137,435,661,450,"Ground floor old door 66 new door 142,",2
186,470,606,492,"PMC, Velacheri, Chennai-600042",2
258,502,535,519,Ph No. 044 6665 0313,0
124,522,667,533,Email:coldstone.pmcchennaicin.tablez.co,0
286,589,512,615,TAX INVOICE,0
70,650,376,668,Inv : STN01B1920106964,4
464,653,585,667,26-Oct-19,6
70,707,124,721,Name,0
243,706,530,723,": CS Creamery, PMC, Ch",0
70,735,154,751,Mobile,0
233,740,235,751,:,0
71,764,337,778,Address : PMC TN IND,0
73,791,153,807,Server,0
248,791,409,809,: KOTTESWARAN,0
73,821,142,837,Table,0
254,821,310,841,": G, 16",0
439,822,602,832,Time : 19:34,6
74,852,296,867,Sr Barcode/Name,7
433,853,484,875,Qty,0
535,852,618,861,Amount,0
131,884,367,897,CYO - Love it-150,8
413,882,465,897,1,0
524,882,604,892,185,0
133,940,369,954,SFG GOLDEN VANILL,0
134,969,370,982,FG ALMOND WHOLE R,0
135,997,300,1012,FG NO WAFFLE,0
178,1057,312,1069,Sub Total :,0
528,1052,607,1063,185,0
178,1083,327,1098,Total Disc:,0
540,1078,608,1092,37,0
179,1112,329,1125,CGST 2.50,0
554,1106,608,1120,3.7,0
186,1136,330,1152,SGST 2.50,0
180,1166,333,1185,Round Off :,0
554,1132,609,1147,3.7,0
542,1168,609,1175,-0.4,0
181,1195,273,1210,Total :,9
529,1191,610,1204,155,10
81,1229,135,1243,CASH,
530,1221,610,1235,500,
517,1256,611,1262,-345,
82,1256,164,1269,REFUND,
82,1313,235,1325,SAC: 996331,
83,1368,390,1377,GSTIN: 33AAGCC0109H129,
83,1426,416,1433,Authorised Signatory....,
624,1429,640,1433,...,
156,1479,685,1492,Feedback info.coldstonein.tablez.cc,
157,1537,533,1545,Connect with us on Facebook,
156,1564,506,1573,www.fb.com/ColdStoneIndia,
