xmin,ymin,xmax,ymax,Object,label
144,239,741,357,COLD STONE O,0
144,426,837,450,Cold Stone Creamery Pvt Lte,1
165,472,827,494,"Ground floor old door 66 new door 142,",2
235,505,761,523,"PMC, Velacheri, Chennai-600042",2
326,534,673,556,Ph No. 0446665 0313,0
153,568,845,596,Email:coldstone.pmcchennaidin. tablez.com,0
355,640,642,669,TAX INVOICE,0
86,712,134,729,Inv,3
184,707,469,735,: STNO1A1920127823,4
580,711,732,731,27-Nov-19,6
84,778,151,796,Name,0
312,778,662,796,"CS Creamery, PMC, Ch",0
82,813,186,830,Mobile,0
82,844,417,863,Address :PMC TN IND,0
301,875,559,899,: DARTHANCHHUNGA,0
317,909,380,929,": G, 11",0
84,878,186,895,Server,0
83,910,169,928,Table,0
543,911,611,929,Time,5
660,908,750,929,: 15:58,6
83,948,363,965,Sr Barcode/Name,7
533,947,598,978,Qty,0
532,984,573,1003,1,0
665,947,769,967,Amount,0
155,982,451,1003,FG CHOLOCATE 60ML,8
158,1016,454,1037,FG CHOCOLATE BROW,0
156,1048,399,1069,FG COFFEE 60ML.,8
156,1081,416,1102,FG BISCUIT OREO,0
666,984,749,1003,99,0
510,1050,575,1069,1,0
666,1050,750,1069,99,0
207,1153,375,1172,Sub Total:,0
650,1153,749,1172,198,0
216,1184,397,1205,CGST 2.50,0
207,1220,397,1239,SGST O 2.50,0
207,1254,399,1275,Round Of :,0
683,1186,750,1205,4.96,0
684,1219,749,1239,"4,96",0
707,1252,749,1273,0.08,0
648,1285,748,1305,208,10
207,1286,290,1304,Total,9
82,1322,151,1340,VISA,
647,1321,749,1341,208,
82,1355,185,1373,REFUND,
665,1363,750,1375,-0.08,
83,1423,272,1441,SAC: 996331,
83,1490,467,1508,GSTIN: 33AAGCC0109H129,
82,1555,446,1573,Authorised Signatory.,
172,1619,308,1639,Feedback,
352,1617,843,1644,: info.coldstonein.tablez.cc,
171,1688,645,1708,Connect with us on Facebook,
171,1724,610,1738,www. fb.com/ColdStoneIndia,
