xmin,ymin,xmax,ymax,Object,label
88,197,504,272,COLD STONE,0
96,345,678,351,Cold Stone Creamery Pvt Ltc,1
114,384,670,389,"Ground floor old door 66 new door 142,",2
172,411,614,414,"PMC, Velacheri, Chennai-600042",2
246,437,539,446,Ph No. 044 6665 0313,0
106,465,682,477,Email:coldstone.pmcc:hennaiin. tablez.com,0
274,522,515,540,TAX INVOICE,0
42,581,83,592,Inv,3
124,577,369,593,: STNO1A1920127315,4
456,574,594,589,23-Nov-19,6
36,631,94,643,Name,0
236,624,417,645,"Cs Creamery,",0
434,625,488,640,"PMC,",0
511,623,536,637,Ch,0
211,632,214,642,:,0
35,659,124,672,Mobile,0
36,688,325,694,Address :PMC TN IND,0
38,717,126,730,Server,0
236,710,418,721,REMHMUNSANGA,0
537,727,619,746,: 15:54,6
230,737,295,754,": G, 12",0
45,775,282,785,Sr Barcode/Name,7
42,745,113,757,Table,0
437,734,495,746,Time,5
544,762,637,773,Amount,0
430,765,489,789,ty,0
409,796,465,810,1,0
107,804,149,817,CYO,8
197,803,343,814,Like It-90,8
530,793,620,807,145,0
112,858,360,868,SFG SALTED CARAME,0
117,882,367,898,FG BUTTERSCOTCHN,0
118,908,289,923,FG NO WAFFLE,0
117,938,349,948,Free Waffle Cone,8
413,933,467,948,1,0
562,932,620,949,0,0
117,966,365,976,CH-MAKE A WISH-GS,8
413,959,468,974,1,0
563,960,620,976,1,0
161,1024,302,1036,Sub Total:,0
534,1017,620,1033,146,0
162,1051,320,1064,"CGST 2,50",0
162,1080,320,1092,SGST 2.50,0
563,1043,622,1061,3.62,0
564,1074,621,1090,3.62,0
166,1106,319,1126,Round Off:,0
162,1136,232,1151,Total,9
550,1111,622,1121,0.24,0
537,1132,623,1148,153,10
58,1169,145,1182,MASTER,
538,1164,624,1180,153,
60,1226,218,1242,SAC: 996331,
60,1283,384,1300,GSTIN: 33AAGCC0109H1Z9,
61,1335,362,1364,Authorised Signatory.,
136,1393,703,1413,Feedback : info.coldstonein.tablez.cc,
137,1447,356,1464,Connect with us,
377,1448,535,1465,on Facebook,
137,1479,507,1493,www.fb.com/ColdStoneIndia,
