xmin,ymin,xmax,ymax,Object,label
197,225,492,305,Galitos,0
221,328,469,326,FLAME GRIIL ED CHICKEN,0
268,353,443,362,Galitos,1
87,392,646,358,"Unit No: LIG-41, PMC, 0ld Door. No. 66, New",2
147,418,579,400,"Door No. 142, Velachery, Chennai",2
317,449,398,461,Ph No.,0
418,468,506,468,Email:,0
242,537,485,552,TAX INVOICE,0
47,626,376,636,Inv : LTN02A1920013481,4
467,600,602,594,14-Nov-19,6
47,685,105,699,Name,0
248,676,532,668,": Galitos, PMC, Chennai",0
48,713,138,725,Mobile,0
223,711,225,723,:,0
49,743,277,751,Address : TN IND,0
52,772,141,784,Server,0
244,762,309,777,: BABU,0
254,792,309,811,": G,A2",0
54,833,295,842,Sr Barcode/Name,7
52,801,125,814,Table,0
444,779,503,792,Time,5
538,765,626,770,: 19:06,6
548,796,640,800,Amount,0
442,813,496,828,Qty,0
116,862,371,869,CHICKEN SATAY WIT,8
117,891,371,898,H 330 PERI-NUT DI,8
417,847,475,856,1,0
535,830,629,834,220,0
115,920,300,929,MILD BASTING,8
331,913,373,928,GAL,8
118,947,377,956,QUARTER CHICKEN M,8
119,976,302,986,GARLIC BREAD,8
121,1004,361,1014,CLASSIC LEMONADE,8
421,933,479,942,1,0
541,918,632,923,189,0
120,1035,305,1043,MILD BASTING,8
336,1027,378,1041,GAL,8
546,1067,636,1072,409,0
563,1093,638,1101,10.22,0
172,1094,315,1102,Sub Total:,0
172,1122,336,1130,CGST 2.50,0
174,1152,338,1160,SGST 2.50,0
173,1179,341,1189,Round Off :,0
564,1122,639,1130,10.22,0
568,1159,639,1158,-0.44,0
175,1209,275,1219,Total :,9
552,1181,641,1187,429,10
68,1248,112,1263,COD,
553,1213,642,1220,329,
68,1279,206,1286,GIFT CARD,
555,1242,643,1250,100,
87,1336,268,1340,SAC : 996331,
71,1367,420,1358,GSTIN : 33AAFCG7385L125,
72,1397,481,1382,CIN : U15400KL2014PTC037284,
89,1451,423,1453,Authorised Signatory ..,
104,1512,253,1508,Thank-you,
244,1499,259,1514,11,
338,1491,492,1503,Visit Again,
