xmin,ymin,xmax,ymax,Object,label
278,310,636,442,Galitos,0
291,459,627,480,FLAME GRILLED CHICKEN,0
358,490,592,520,Galitos,1
97,543,852,563,"Unit No: UG-41,PMC,01d Door.No. 66, New",2
186,581,765,609,"Door No. 142, Velachery,Chennai",2
416,617,526,639,Ph No.,0
554,655,665,677,Email:,0
313,732,636,764,TAX INVOICE,0
55,843,487,864,Inv : LIN02A1920014095,4
611,840,787,863,23-Nov-19,6
302,915,689,940,": Galitos, PMC, Chennai",0
52,919,140,947,"Name,",0
53,956,170,977,Mobile,0
53,994,350,1016,Address : TN IND,0
296,1027,491,1056,: BISHWAJIT,0
313,1067,392,1095,": G,A3",0
56,1031,172,1053,Server,0
54,1069,150,1091,Table,0
572,1069,648,1090,Time,5
713,1069,807,1090,19:21,6
56,1111,369,1136,Sr Barcode/Name,7
572,1109,635,1141,Qty,0
709,1110,826,1129,Amount,0
134,1151,468,1172,FLAMED CHICKEN WI,8
532,1150,609,1171,1,0
691,1149,807,1170,200,0
132,1190,189,1210,NGS,8
134,1228,351,1249,HOT BASTING,8
393,1228,467,1248,GALI,8
195,1307,382,1327,Sub Total:,0
691,1304,807,1325,200,0
194,1344,403,1365,Total Diso:,0
692,1342,807,1364,100,0
194,1383,409,1402,CGST 2.50,0
196,1420,410,1439,SGST 2.50,0
731,1379,807,1401,2.5,0
730,1416,808,1438,2.5,0
195,1458,324,1478,Total :,9
693,1456,808,1477,105,10
55,1497,111,1522,COD,
693,1498,808,1519,105,
684,1539,754,1596,84,
75,1574,308,1596,SAC : 996331,
53,1612,507,1633,GSTIN : 33AAFCG7385L125,
654,1635,777,1706,189,
53,1649,586,1671,CIN : U15400KL2014PTC037284,
72,1722,482,1751,Authorised Signatory.,
100,1792,267,1828,Thank-you,
398,1797,589,1826,Visit Again,
51,1877,164,1899,Name :,
52,1952,283,1974,Mobile No. :,
55,2066,262,2088,Signature :,
