xmin,ymin,xmax,ymax,Object,label
262,320,648,454,Galitos,0
291,459,630,484,FLAME GRILLED CHICKEN,0
358,489,595,523,Galitos,1
98,540,856,569,"Unit No: UG-41,PMC,0ld Door.No.66, New",2
187,580,766,606,"Door No. 142, Velachery, Chennai",2
418,618,529,640,Ph No.,0
556,657,667,681,Email:,0
312,733,637,768,TAX INVOICE,0
53,838,489,866,Inv : LTN02A1920013833,4
615,842,789,867,19-Nov-19,6
48,914,126,939,Name,0
297,915,696,948,": Galitos, PMC,Chennai",0
48,951,167,976,Mobile,0
214,990,348,1014,: TN IND,0
277,1028,591,1053,: A PREM KRISHNA,0
315,1064,387,1095,": G,A9",0
49,989,185,1014,Address,0
52,1025,168,1050,Server,0
50,1064,146,1088,Table,0
571,1068,648,1091,Time,5
700,1066,810,1095,: 20:39,6
50,1105,365,1135,Sr Barcode/Name,7
560,1109,635,1142,Qty,0
531,1149,606,1173,1,0
708,1110,826,1133,Amount,0
128,1146,466,1171,PULLED CHICKEN BU,8
690,1149,808,1172,200,0
127,1184,208,1209,RGER,8
126,1223,467,1249,MILD BASTING GAL,8
691,1262,808,1286,189,0
128,1259,469,1285,QUARTER CHICKEN M,8
128,1297,366,1324,GARLIC BREAD,8
126,1333,444,1360,CLASSIC LEMONADE,8
531,1262,606,1287,1,0
123,1372,366,1397,MILD BASTING,8
407,1373,465,1397,GAL,8
189,1452,376,1475,Sub Total:,0
689,1453,805,1477,389,0
187,1489,403,1512,CGST 2.50,0
188,1527,402,1549,SGST 2.50,0
184,1563,395,1585,Round Off :,0
729,1491,805,1514,9.72,0
728,1529,804,1551,9.72,0
707,1577,803,1588,-0.44,0
185,1600,314,1622,Total :,9
686,1603,803,1626,408,10
44,1638,100,1663,COD,
686,1643,803,1667,408,
66,1715,299,1739,SAC : 996331,
43,1753,499,1778,GSTIN : 33AAFCG7385L125,
42,1788,577,1816,CIN : U15400KL2014PTC037284,
60,1862,473,1898,Authorised Signatory.,
97,1936,265,1970,Thank-you,
382,1941,577,1973,Visit Again,
