xmin,ymin,xmax,ymax,Object,label
225,308,667,448,Galitos,0
292,456,628,478,FLAME GRILLED CHICKEN,0
358,485,594,517,Galitos,1
99,539,854,561,"Unit No: UG-41,PMC,0ld Door.No. 66, New",2
186,573,764,608,"Door No.142, Velachery, Chennai",2
417,614,527,636,Ph No.,0
557,650,667,674,Email:,0
314,727,637,762,TAX INVOICE,0
57,838,490,861,Inv : LTN02A1920014113,4
613,837,788,860,23-Nov-19,6
54,914,131,938,Name,0
301,912,690,937,": Galitos, PMC, Chennai",0
53,951,171,973,Mobile,0
54,989,351,1011,Address : TN IND,0
303,1023,452,1052,: PRAKASH,0
301,1062,395,1094,": G,A7",0
56,1105,370,1132,Sr Barcode/Name,0
56,1026,172,1048,Server,0
55,1063,150,1086,Table,0
573,1064,808,1085,Time : 21:18,6
565,1105,637,1137,Qty,0
535,1145,609,1168,1,0
710,1105,827,1126,Amount,0
134,1145,454,1169,CHICKEN ESPETADA,8
694,1145,808,1168,349,0
131,1185,470,1207,MILD BASTING GAL,8
134,1223,469,1246,HALF CHICKEN 2 SI,8
131,1259,372,1282,MILD BASTING,8
133,1297,230,1321,FRIES,8
134,1333,371,1357,GARLIC BREAD,8
534,1223,609,1245,1,0
693,1221,808,1245,570,0
413,1259,470,1282,GAL,8
57,1370,71,1393,3,0
134,1371,371,1394,COUNTRY SALD,8
535,1372,609,1395,1,0
534,1408,608,1431,1,0
693,1371,808,1394,245,0
693,1408,807,1431,180,0
133,1408,350,1431,KIWI MOJITO,8
134,1446,469,1470,GREEN APPLE COOLE,8
533,1447,609,1470,1,0
693,1446,809,1469,180,0
196,1526,382,1547,Sub Total:,0
674,1526,808,1548,1524,0
714,1562,808,1585,38.09,0
194,1562,409,1585,CGST 2.50,0
195,1601,408,1622,SGST 2.50,0
193,1637,403,1659,Round Off :,0
713,1600,808,1623,38.09,0
714,1649,808,1659,-0.18,0
194,1675,324,1697,Total :,9
674,1676,807,1698,1600,10
54,1715,111,1740,COD,
673,1717,807,1739,1600,
76,1792,309,1815,SAC : 996331,
54,1829,508,1853,GSTIN : 33AAFCG7385L1Z5,
53,1868,586,1892,CIN : U15400KL2014PTC037284,
70,1941,483,1971,Authorised Signatory.,
107,2014,275,2047,Thank-you,
362,2017,594,2046,Visit Again,
