xmin,ymin,xmax,ymax,Object,label
232,320,623,453,Calitos,0
257,467,595,492,FLANE GRILLED CHICKEN,0
325,497,560,527,Galitos,1
66,553,820,568,"Unit No: UG-41,PMC,Old Door.No. 66, New",2
154,590,729,616,"Door No.142, Velachery, Chennai",2
384,625,494,646,Ph No.,0
523,662,634,684,Email:,0
281,742,604,772,TAX INVOICE,0
24,852,457,873,Inv : LTN02B1920003643,4
580,846,755,869,20-Nov-19,6
22,929,99,953,Name,0
21,965,139,987,Mobile,0
272,925,655,952,": Galitos, PMC, Chennai",0
249,970,253,985,:,0
193,1000,320,1023,: TN IND,0
275,1038,422,1058,: ANAND N,0
281,1075,360,1107,": G,B4",0
25,1121,339,1143,Sr Baroode/Name,7
23,1003,158,1025,Address,0
26,1040,141,1060,Server,0
541,1074,778,1095,Time : 20:19,6
531,1116,606,1147,Qty,0
503,1157,579,1178,1,0
24,1078,119,1101,Table,0
679,1115,796,1136,Amount,0
103,1161,402,1181,QUARTER CHICKEN,8
663,1155,779,1177,190,0
101,1199,343,1220,MILD BASTING,8
384,1195,441,1221,GAL,8
104,1238,402,1258,QUARTER CHICKEN,8
101,1275,342,1296,MILD BASTING,8
104,1313,400,1334,CORN ON THE COB,8
105,1350,322,1370,PERINUT DIP,8
503,1233,580,1255,1,0
664,1233,778,1253,190,0
383,1272,440,1295,GAL,8
503,1309,579,1332,1,0
505,1346,580,1368,1,0
663,1307,778,1329,109,0
685,1344,780,1366,40,0
664,1382,779,1404,949,0
504,1384,580,1406,1,0
102,1388,443,1409,MEAL FOR TWO- NON,8
106,1425,421,1446,CLASSIC LEMONADE,0
105,1463,421,1484,CLASSIC LEMONADE,0
123,1501,185,1524,VEG,0
99,1539,362,1559,CHICK-E-NAI SE,0
108,1576,443,1596,SUPREMO CHICKEN B,0
108,1612,443,1632,SUPREMO CHICKEN B,0
106,1649,205,1673,URGER,0
108,1688,203,1710,FRIES,0
107,1727,304,1747,PERI FRIES,0
105,1762,346,1784,MILD BASTING,0
386,1760,444,1783,GAL,0
107,1801,405,1821,QUARTER CHICKEN,8
108,1838,443,1857,HOT BASTING GALI,8
508,1796,582,1818,1,0
667,1794,782,1816,190,0
108,1877,406,1895,QUARTER CHICKEN,8
108,1913,326,1933,HOT BASTING,8
508,1871,583,1893,1,0
668,1869,782,1891,190,0
368,1909,444,1933,GALI,8
108,1951,426,1976,GL New Carry Bag,8
688,1944,783,1966,15,0
24,1949,51,1979,8,0
108,1989,385,2009,GL Packing Rs5,8
110,2026,445,2047,GRILLED VEGETABLE,8
508,1947,584,1967,1,0
508,1984,584,2006,1,0
509,2021,585,2043,1,0
707,1981,783,2004,5,0
669,2019,784,2041,109,0
31,2027,68,2049,10,0
650,2101,784,2121,1987,0
670,2138,784,2160,380,0
690,2175,786,2196,40.16,0
691,2213,785,2234,40.16,0
172,2106,359,2125,Sub Total:,0
170,2144,380,2164,Total Diso:,0
170,2181,387,2200,CGST G 2.50,0
173,2219,387,2238,SGST e 2.50,0
171,2255,381,2274,Round Off :,0
691,2261,785,2271,-0.32,0
172,2294,301,2315,Total :,9
652,2288,785,2309,1687,10
32,2338,89,2360,COD,
651,2330,785,2350,1687,
54,2412,287,2433,SAC : 996331,
32,2450,487,2466,GSTIN : 33AAFCG7385L125,
34,2488,567,2503,CIN : U15400KL2014PTC037284,
52,2561,482,2585,Authorised Signatory..,
87,2634,250,2665,Thank-you,
374,2633,576,2660,Visit Again,
35,2716,147,2736,Name :,
35,2792,274,2817,Mobile No. :,
40,2908,247,2926,Signature :,
