xmin,ymin,xmax,ymax,Object,label
223,331,668,457,Galitos,0
291,478,628,490,FLAME GRIILED CHICKEN,0
358,506,594,530,Galitos,1
101,568,856,569,"Unit No: UG-41, PMC,0ld Door.No. 66, New",2
189,599,767,618,"Door No. 142,Velachery, Chennai",2
422,633,531,654,Ph No.,0
561,666,672,687,Email:,0
320,751,644,775,TAX INVOICE,0
66,868,499,878,Inv : LIN02A1920013597,4
624,851,797,872,16-Nov-19,6
64,944,144,966,Name,0
319,936,707,955,": Galitos, FMC,Chennai",0
66,981,185,1002,Mobile,0
239,1014,365,1034,: TN IND,0
323,1047,409,1072,: BABU,0
329,1086,406,1112,": G,A2",0
72,1134,387,1152,Sr Baroode/Name,7
67,1019,203,1037,Address,0
71,1055,187,1075,Server,0
69,1093,166,1113,Table,0
587,1079,665,1099,Time,5
709,1074,825,1094,: 17:57,6
726,1117,844,1135,Amount,0
578,1121,654,1150,Qty,0
551,1161,626,1182,1,0
148,1173,489,1187,MEAL FOR TWO- NON,8
710,1157,825,1176,949,0
171,1209,231,1233,VEG,8
154,1250,469,1265,CLASSIC LEMONADE,0
153,1287,435,1303,LEMON ICED TEA,0
154,1325,411,1340,CHICK-E-NAI SE,0
157,1361,492,1376,SUPREMO CHICKEN B,0
157,1400,491,1415,QUARTER CHICKEN 1,0
158,1437,492,1452,GRILLED VEGETABLE,0
159,1476,355,1493,GL NO SIDE,0
157,1512,399,1529,MILD BASTING,0
159,1550,440,1566,LEMON ICED TEA,0
437,1504,496,1525,GAL,0
559,1539,636,1560,1,0
719,1536,835,1554,130,0
225,1628,412,1644,Sub Total:,0
702,1615,836,1633,1079,0
741,1649,837,1670,26.97,0
224,1664,440,1681,CGST e 2.50,0
237,1699,440,1718,SGST 2.50,0
742,1687,839,1707,26.97,0
224,1740,435,1756,Round Off :,0
789,1724,839,1746,0.06,0
227,1775,356,1794,Total :,9
706,1764,840,1783,1133,10
87,1821,144,1843,COD,
706,1805,841,1825,1133,
110,1898,344,1916,SAC : 996331,
89,1936,544,1948,GSTIN : 33AAFCG7385L125,
90,1974,623,1983,CIN : U15400KL.2014PTC037284,
108,2045,521,2068,Authorised Signatory.,
124,2122,320,2127,Thank-you,
435,2115,633,2140,Visit Again,
87,1174,74,1197,1,
