xmin,ymin,xmax,ymax,Object,label
254,313,631,446,Galitos,0
280,460,618,481,FLAME GRILLED CHICKEN,0
348,490,583,520,Galitos,1
90,547,844,562,"Unit No: UG-41, PMC,0ld Door.No. 66, New",2
178,583,758,609,"Door No.142, Velachery, Chennai",2
409,618,518,639,Ph No.,0
547,654,657,676,Email:,0
306,733,629,764,TAX INVOICE,0
48,847,483,865,Inv : LTN02A1920013402,4
606,840,781,862,13-Nov-19,6
46,923,125,946,Name,0
298,916,685,946,": Galitos, PMC,Chennai",0
47,960,164,981,Mobile,0
274,964,277,979,:,0
213,994,344,1017,: TN IND,0
299,1030,490,1057,: BISHWAJIT,0
302,1068,387,1099,": G,A6",0
46,998,182,1020,Address,0
50,1035,167,1056,Server,0
49,1073,144,1094,Table,0
567,1068,802,1088,Time : 20:15,6
51,1114,365,1138,Sr Barcode/Name,7
557,1109,631,1139,Qty,0
704,1108,822,1129,Amount,0
129,1154,426,1174,QUARTER CHICKEN,8
128,1191,466,1212,EXTRA HOT BASTING,8
528,1150,604,1172,1,0
688,1148,803,1170,190,0
689,1224,804,1246,190,0
130,1231,428,1249,QUARTER CHICKEN,8
129,1267,468,1287,EXTRA HOT BASTING,8
50,1230,66,1252,2,0
530,1226,604,1248,1,0
193,1346,379,1366,Sub Total:,0
690,1341,804,1363,380,0
191,1384,401,1404,Total Diso:,0
689,1379,805,1402,190,0
192,1422,406,1442,CGST 2.50,0
194,1460,407,1481,SGST 2.50,0
729,1416,805,1439,4.75,0
730,1454,805,1477,4.75,0
190,1496,401,1516,Round Off :,0
729,1491,806,1513,0.5,0
192,1532,321,1554,Total :,9
689,1529,805,1551,200,10
52,1575,109,1599,COp,
688,1570,806,1592,200,
75,1651,307,1671,SAC : 996331,
53,1690,506,1709,GSTIN 33AAFCG7385L125,
53,1727,586,1747,CIN : U15400KL2014PTC037284,
71,1800,482,1827,Authorised Signatory.,
110,1874,267,1905,Thank-you,
390,1875,588,1904,Visit Again,
53,1955,172,1982,Name :,
53,2031,284,2052,Mobile No. :,
56,2144,264,2165,Signature :,
