xmin,ymin,xmax,ymax,Object,label
376,250,557,291,Reliance,0
342,268,616,351,trends,0
890,370,897,374,:.,0
110,399,122,414,X,0
207,437,239,455,Xx,0
111,478,419,482,Rei iance Retart Limited,1
138,516,471,550,F 32. Phoenix market titY.,2
115,561,440,589,142. Veiachery Main road.,2
111,606,355,632,Chennai a 600 042.,2
112,647,525,671,Store Contact No-044 - 66650131,0
113,691,502,714,CIM HO: VOTT0OMH 1999PLC120563,0
117,733,511,756,Hebsite WAM relianceretain.com,0
314,818,456,839,TAK INVGICE,0
113,945,581,971,Piace of Suppy State Code: 33 TH,0
113,1034,352,1058,Customer: Type: URD,0
497,1039,542,1051,... ::,0
113,1117,583,1130,Suppiy State 6STIN: 33AABCRI718EIZM,0
116,1205,217,1227,ItemName,7
389,1201,438,1233,Oty,0
511,1203,589,1225,AntRs,0
113,1247,204,1268,HSN/SAC,0
114,1332,324,1352,AUASA MHM KURTAS,8
114,1373,283,1394,8.90503E+12,0
521,1327,609,1355,899,0
366,1374,414,1393,6211,0
114,1417,323,1438,AUASA HNH KURTAS,8
517,1415,603,1436,499,0
114,1460,284,1480,8.90509E+12,0
366,1459,419,1467,6211,0
111,1585,257,1609,BALANCE DUE,0
114,1627,244,1651,DR/CR CARD,0
555,1586,642,1607,1398,0
552,1629,643,1656,1398-00,0
113,1670,327,1694,CardNuaber 7496,0
128,1715,324,1736,AuthCode:184589,0
119,1756,391,1777,lotai Items Purchased,0
115,1843,317,1869,Paveent Sunmary:,0
127,1887,510,1907,Pr Ices incIuSive of ait Taxes,0
260,1968,510,1995,GST RECEIPT SUMMARY,0
816,2000,844,2008,...:,0
115,2054,271,2076,HSN/SAC Tax,0
315,2054,404,2075,Taxabie,0
471,2053,509,2077,Tax,0
582,2053,640,2074,Totai,0
233,2097,284,2119,Rate,0
340,2097,511,2119,Anount Amotint,0
565,2097,643,2117,AmOunt,0
115,2182,162,2204,6211,0
291,2183,376,2204,1331.44,0
446,2181,510,2203,66.56,0
556,2181,643,2203,1398,0
114,2225,165,2245,SGST,0
234,2225,271,2246,2.5,0
363,2222,431,2246,33.28,0
114,2265,169,2292,CGST,0
228,2263,277,2293,2.5,0
362,2264,432,2294,33.28,0
118,2396,188,2411,TOTAL :,9
289,2396,377,2417,1331.44,0
447,2395,510,2417,66.56,0
556,2396,643,2418,1398,10
114,2481,243,2502,C60384334,0
286,2481,571,2508,DE15/11/2019:16:07:59.,6
453,2520,528,2548,RAT12,0
114,2566,550,2587,PaynentRefNot 4827112000815112019,0
145,2520,192,2548,4827,0
287,2522,351,2546,Txn8,0
116,2607,470,2635,TaxInvoicet 482711219528384,4
272,2732,491,2764,RI Card betaj IS,0
114,2778,551,2805,tard N.:9790660895 R-ONE BaiPts,
611,2776,686,2800,30.95,
230,2868,642,2886,XXXXxXX,
115,2906,615,2932,KAMUUNT INCLUSIVE OF.APPLICABLE TAXES,
127,2952,198,2967,XXXX,
109,2988,323,3012,Ho Cash Refunds.,
110,3035,576,3056,For any quer es. Prease contact the,
114,3077,549,3098,Customer ServIce Desk or Emain at,
113,3119,416,3142,custonerserVice8rit.com,
134,3160,548,3179,Thank You for Shopping With us.x,
127,3204,297,3223,See You Soon.,
113,3246,439,3262,Store Managers Signature:,
113,3289,389,3310,Contact : 04443320283,
113,3331,415,3352,GSIN : 33AABCR1718EIZN,
