xmin,ymin,xmax,ymax,Object,label
368,260,489,305,Reitan,0
338,295,602,351,trends,0
104,420,129,434,WX,0
107,501,411,512,Reliance Retait Limited,1
135,541,451,553,F 32. Phoeni Aarket city,2
115,586,439,602,142. Veiachery Main road.,2
111,625,349,641,Chennai a 600 042.,2
113,671,519,680,Store Contact No-044 - 66650131,0
116,709,497,722,CIH HO: U01100MH1999PLC120563,0
116,756,512,764,Nebsite:WAW.relianceretall.com,0
321,834,462,853,TAK INUOICE,0
123,971,585,978,Place of Supp17 State Code: 33 TM,0
125,1057,362,1072,Customer Type: URD,0
129,1143,590,1150,Suppiy State GSTIN: 33AABCR1718EIZM,0
138,1226,236,1252,IrenNane,7
409,1220,447,1241,Oty,0
529,1215,607,1235,AmtRs,0
132,1271,222,1290,HSN/SAC,0
134,1356,442,1374,kB TEAH SPRT T SHIRT 1,8
549,1343,623,1362,199,0
137,1399,306,1415,8.90796E+12,0
388,1391,440,1413,6109,0
137,1442,373,1455,AUAASA MNMCHURIDAR,8
549,1428,626,1447,399,0
139,1484,309,1501,8.90759E+12,0
391,1475,441,1497,6211,0
153,1526,363,1540,HIHCB26100B36300,0
591,1521,669,1531,-50,0
142,1569,351,1584,AUASA MHH KURTAS,8
542,1555,630,1575,1299 .00,0
142,1613,312,1628,8.90503E+12,0
394,1604,443,1624,6211,0
144,1654,354,1669,AVASA MNM KURTAS,8
556,1642,633,1660,899,0
144,1696,315,1713,8.90503E+12,0
397,1689,446,1708,6211,0
147,1739,454,1756,AUAASA MIX N MATCH 1,8
558,1726,635,1745,399,0
148,1782,319,1799,8.90717E+12,0
400,1773,448,1795,6211,0
162,1823,373,1838,HINCB26100B36300,0
601,1819,678,1828,-50 .00,0
150,1867,295,1884,PROMO CPN 2,0
588,1853,639,1873,0.04,0
152,1910,321,1926,B903854905564,0
404,1901,454,1920,6205,0
156,2039,300,2055,BAL ANCE DUE,0
594,2024,684,2042,3095.04,0
157,2081,340,2097,Pinelab niine,0
596,2067,685,2086,3095.04,0
160,2124,303,2140,Totat Itens,0
379,2117,488,2134,ased 9,0
161,2210,357,2226,Paynent SUmmarY,0
162,2258,557,2262,xPrices inciusive ot att Taxes,0
313,2329,560,2345,6ST RECEIPT SUMMARY,0
167,2421,324,2438,HSH/SAC Tax,0
368,2415,458,2436,Taxabie,0
528,2410,563,2431,Tax,0
633,2407,693,2427,Totai,0
288,2460,338,2481,Rate,0
394,2457,564,2475,Amount Amount,0
620,2449,697,2470,Anount,0
171,2549,221,2570,6109,0
360,2544,434,2564,189.52,0
517,2538,566,2560,9.48,0
625,2535,699,2554,199,0
172,2592,224,2611,CGST,0
292,2588,330,2610,2.5,0
439,2582,489,2604,4.74,0
172,2634,225,2655,SGST,0
293,2631,330,2652,2.5,0
439,2625,490,2647,4.74,0
176,2721,224,2741,6211,0
352,2716,438,2735,1520.96,0
509,2710,570,2731,76.04,0
618,2708,704,2727,1597,0
177,2763,229,2784,SGST,0
297,2759,334,2781,2.5,0
430,2755,494,2776,38.02,0
178,2805,228,2827,CGST,0
298,2802,335,2823,2.5,0
430,2798,495,2818,38.02,0
181,2893,230,2913,6211,0
356,2888,445,2906,1159.82,0
503,2883,576,2902,139.18,0
621,2878,710,2899,1299,0
181,2935,234,2956,SGST,0
329,2931,340,2952,6,0
434,2928,499,2947,69.59,0
213,2972,239,3003,GST,0
329,2973,341,2995,6,0
435,2970,500,2990,69.59,0
186,3064,238,3083,6205,0
398,3057,450,3077,0.04,0
532,3052,583,3072,0,0
665,3048,716,3068,0.04,0
186,3106,239,3127,CGST,0
307,3102,345,3124,2.5,0
453,3097,504,3119,0,0
190,3148,239,3169,SGST,0
310,3145,346,3165,2.5,0
455,3140,505,3161,0,0
195,3278,269,3295,TOTAL :,9
364,3273,455,3292,2870.34,0
511,3269,588,3286,224.7,0
630,3264,721,3283,3095.04,10
195,3363,326,3381,C60474382,0
367,3358,643,3370,Dt28/10/2019 14:00:53,6
196,3406,274,3424,S4827,0
370,3401,446,3419,Txn17,0
541,3394,603,3415,R111,0
198,3448,633,3456,ParmentRetNot 4827111001728102019,0
201,3490,555,3501,TazInvoicet 482711119519050,4
357,3612,572,3631,RI Card DetainS,0
204,3663,639,3671,Card No.:9804467391 R-ONE BaiPts,
700,3654,772,3667,:38.99,
209,3793,709,3795,KAMDUNT INCLUSIVE OF APPLICABLE TAXES,
372,3830,414,3845,XXX,
633,3823,643,3838,X,
204,3872,419,3889,Ho Cash Refunds.,
205,3917,673,3925,For any quer ies. Piease contact the,
212,3959,647,3969,Customer Service Desk or Enail at,
213,4004,516,4016,customerserViceri1.com,
230,4044,650,4050,Thank You for Shopping wi th us.x,
229,4088,398,4102,See You Soon.,
217,4130,543,4137,Store Managers Signature:,
218,4173,495,4186,Contact 04443320283,
219,4215,523,4232,GSTH : 33AABCR1718E1ZM,
867,2118,850,2591,Free Gift iss Ued,
