xmin,ymin,xmax,ymax,Object,label
371,279,553,308,Reliance,0
344,310,611,363,trends,0
151,398,176,410,XX,0
167,440,178,452,X,0
201,480,482,477,XXXXX,0
120,523,423,532,Reiiance Retaii Limited,1
151,561,475,564,F 32. Phoenix market city.,2
127,608,451,606,142. Ue1achery Main road.,2
125,649,361,655,Chennai 600 042.,2
128,691,534,689,Store Contact No-044 - 66650131,0
124,730,513,733,CIN HO: U0110ONH I 999PLC120563,0
132,775,534,776,Mebsite WWu .relianceretail.com,0
338,848,480,861,TAX INVOICE,0
143,989,605,984,Piace of SuppIY State Code: 33 IN,0
149,1075,385,1084,Customer Type: URD,0
153,1162,615,1156,Suppiy State GSIIN: 33AABCRI718E1ZM,0
160,1247,262,1263,IteoName,7
434,1230,475,1251,Oty,0
555,1223,632,1240,AmtRs,0
160,1290,251,1305,HSN/SAC,0
165,1373,321,1385,DHMK TSHIRIS,8
576,1349,654,1366,399,0
168,1414,338,1428,8.90503E+12,0
419,1402,470,1419,6109,0
184,1457,445,1464,NC DNXIS ULTCORE TEE,8
625,1441,698,1448,-50,0
184,1498,367,1510,DIN-4999-Mixer,0
610,1472,700,1492,-141.19,0
174,1541,330,1554,DHMX TSHIRIS,8
586,1517,663,1534,399,0
176,1584,345,1595,8.90503E+12,0
428,1569,479,1586,6109,0
191,1625,455,1631,MC DHXTS ULTCORE TEE,8
630,1609,707,1616,-50,0
193,1668,376,1680,Diu-4999-Mixer,0
619,1654,708,1659,141.19,0
185,1709,419,1718,COOL COLORS SHIRTS,8
584,1687,671,1703,1495,0
185,1754,355,1763,8.90343E+12,0
436,1739,488,1756,6205,0
201,1792,383,1808,DIN-4999-Mixer,0
625,1768,715,1787,-529 .02,0
189,1839,359,1850,DHM X TSHIRTS,8
600,1814,678,1831,499,0
192,1881,362,1893,8.90786E+12,0
444,1866,495,1885,6109,0
207,1922,390,1935,Diu-4999-Mixer,0
632,1908,722,1914,-176.58,0
196,1967,353,1978,DNM X CARGOS,8
596,1943,685,1959,1699,0
199,2007,368,2020,8.90796E+12,0
451,1994,501,2011,6203,0
195,2050,450,2057,AVAASA MNM DUPATTAS,8
612,2027,689,2043,299,0
203,2092,373,2105,8.90759E+12,0
454,2079,505,2096,6204,0
218,2133,401,2146,Diu-1999-Mixer,0
629,2106,740,2131,105.8,0
208,2177,390,2187,AUAASA SET PZN,8
619,2154,696,2170,299,0
209,2219,377,2230,8.90503E+12,0
461,2204,510,2222,6211,0
224,2259,408,2272,DIN-4999-Mixer,0
650,2246,740,2251,-459 .66,0
216,2303,437,2311,IEAMSP IRIT SHOR TS,8
625,2280,703,2296,699,0
216,2346,386,2357,8.90503E+12,0
467,2332,519,2349,6203,0
231,2386,414,2399,DIN-4999-Mixer,0
657,2361,747,2378,-247.35,0
619,2407,710,2422,3095,0
222,2472,393,2483,8.90137E+12,0
474,2457,527,2475,8509,0
238,2513,422,2525,DIN-4999-Mixer,0
651,2499,754,2504,-1095.19,0
227,2558,305,2575,Coupon,0
665,2533,716,2550,0,0
230,2601,334,2616,C1994999,0
231,2643,376,2655,PROMO CPH 2,0
669,2618,719,2635,0.06,0
234,2685,404,2696,8.90385E+12,0
487,2671,537,2688,6205,0
249,2726,432,2738,Diu-4999-Mixer,0
701,2710,764,2717,-0.02,0
243,2856,388,2871,BALANCE DUE,0
681,2831,771,2846,6887.06,0
245,2898,429,2910,Pinelab Oniine,0
681,2869,803,2887,6887 .06 :,0
256,2937,523,2945,Totai Irems Purchased,0
569,2921,590,2940,16,0
252,3025,447,3037,Payment Summary,0
268,3067,649,3066,Pr ices incIusive of a Taxes,0
