xmin,ymin,xmax,ymax,Object,label
402,275,593,317,Reliance,0
376,312,640,366,trends,0
213,439,214,440,-,0
144,473,247,485,XXX,0
144,513,448,525,Reiiance Retait Limited,1
170,553,500,565,F 32. PhoeniX market city.,2
143,598,475,608,142. Veiachery Main road.,2
148,641,384,653,Chennai 600 042.,2
150,683,412,697,Store Contact No-044,0
455,674,557,692,66650131,0
150,723,534,736,EIN NO: UOI10OMH1999PLC120563,0
155,768,552,781,Hebsite HWW .reiianceretait.com,0
355,846,499,867,TAX INUDICE,0
160,984,622,992,Piace of SuppIY State Code: 33 TH,0
163,1072,399,1085,Customer Type: URD,0
166,1157,628,1163,SuppIy State GSTIN: 33AABCRI718E1ZW,0
171,1242,272,1260,ItemName,7
447,1233,485,1253,OtY,0
567,1231,644,1248,AntRs,0
170,1285,261,1303,HSH/SAC,0
166,1368,473,1381,RIO GIRLS MOVEN DRES I,8
584,1356,662,1376,949,0
174,1413,345,1430,8.90503E+12,0
426,1404,477,1425,6204,0
176,1456,386,1470,NETPLAY TROUSERS,8
588,1442,665,1461,999,0
177,1498,348,1514,8.9075E+12,0
429,1490,481,1509,6203,0
182,1540,416,1554,TEAM SPIRIT SHOR TS,8
592,1526,668,1545,499,0
181,1582,351,1599,8.90768E+12,0
433,1571,483,1594,6203,0
195,1625,406,1638,COR DNNX SHORTS,8
621,1620,710,1628,-100,0
186,1668,421,1680,TEAM SPIRIT SHORTS,8
596,1655,672,1673,499,0
186,1711,355,1726,8.90768E+12,0
438,1703,487,1722,6203,0
200,1754,410,1766,CORE DHMX SHORTS,0
626,1748,715,1756,-100,0
188,1796,358,1812,DNH X TSHIRTS,8
600,1782,677,1800,499,0
189,1838,360,1854,8.90759E+12,0
442,1829,493,1849,6109,0
191,1880,335,1897,PROMO CPH 2,8
629,1866,681,1884,0.02,0
193,1924,363,1939,8.90385E+12,0
445,1914,496,1934,6205,0
194,1966,391,1979,PLAIN PAPER BAG,0
634,1950,684,1969,7,0
196,2008,367,2022,8.90503E+12,0
449,1999,526,2017,481999,0
201,2138,344,2154,BALANCE DUE,0
639,2122,729,2140,3252.02,0
202,2180,333,2197,DR/CR CARD,0
641,2163,731,2182,3252.02,0
579,2174,582,2182,:,0
217,2222,414,2235,Car dHumber : 2635,0
219,2263,416,2278,AuthCode :073819,0
209,2307,484,2319,Totat Items Purchased,0
211,2394,407,2409,Payment Summary,0
233,2435,607,2442,Pr ices incIusive of al Taxes,0
360,2516,610,2526,GST RECEIPI SUMMARY,0
846,2539,892,2563,IL.,0
219,2607,376,2623,HSN/SAC Tax,0
487,2601,493,2618,1,0
579,2593,614,2613,Tax,0
685,2588,746,2608,Totat,0
339,2642,391,2666,Rate,0
446,2640,616,2655,Amount AMount,0
672,2631,750,2650,AMount,0
224,2733,275,2753,6204,0
410,2727,488,2745,903.8,0
556,2721,620,2739,45.2,0
676,2716,752,2734,949,0
226,2776,277,2795,CGST,0
345,2771,383,2792,2.5,0
478,2766,542,2785,22.6,0
227,2819,280,2838,SGST,0
348,2815,384,2834,2.5,0
480,2807,544,2830,22.6,0
232,2907,282,2925,6203,0
406,2899,494,2917,1711.42,0
563,2893,627,2912,85.58,0
672,2889,761,2906,1797,0
233,2948,284,2966,CGST,0
353,2944,390,2963,2.5,0
485,2938,550,2956,42.79,0
234,2990,286,3011,SGST,0
354,2985,392,3006,2.5,0
487,2980,552,3000,42.79,0
239,3077,290,3096,6109,0
424,3069,501,3089,475.24,0
571,3064,635,3082,23.76,0
691,3060,768,3077,499,0
240,3120,292,3139,CGST,0
360,3115,398,3135,2.5,0
496,3110,557,3128,11.88,0
242,3161,293,3181,S6ST,0
362,3157,400,3177,2.5,0
498,3152,558,3170,11.88,0
700,3177,626,3190,4827,0
246,3248,298,3268,6205,0
458,3241,509,3260,0.02,0
248,3291,299,3311,CGST,0
862,3253,771,3125,MARKET,0
368,3287,406,3307,2.5,0
513,3281,570,3305,0,0
369,3330,407,3348,2.5,0
515,3320,575,3343,0,0
301,3352,250,3333,1S9S,0
805,3392,669,3245,THANK,0
253,3420,331,3437,481999,0
466,3409,517,3430,5.94,0
255,3462,306,3481,SGST,0
401,3455,413,3476,9,0
520,3451,573,3470,0.53,0
877,3450,612,3400,RELIANCE,0
257,3506,308,3524,CGST,0
523,3493,574,3513,0.53,0
265,3634,344,3656,TOTAL :,9
435,3627,526,3644,3096.42,0
583,3620,659,3639,155.6,0
701,3616,791,3633,3252 .02,0
266,3720,397,3736,C60384334,0
438,3711,715,3722,Dr22/12/2019 14:03:24,6
301,3758,345,3779,4827,10
442,3754,517,3772,Txnt24,0
613,3746,677,3765,RE112,0
269,3804,706,3806,PaynentRetHo 4827112002422122019,0
274,3845,629,3853,laxInvoice 482711219531659,4
440,3965,647,3981,RI Card Detains,
280,4016,715,4021,Card No. 9841420802 R-ONE BaiPts,
771,3993,864,4018,: 104.40,
283,4106,811,4098,XXXXXXXXXXXXXXXXXXXXXX,
286,4146,787,4144,KAMOUNT INCLUSIVE OF APPLICABLE TAXES,
342,4190,808,4183,XXXxxxxxxxxx,
281,4228,498,4241,Ho Cash Refunds.,
285,4271,752,4273,For any quer ies. Piease contact the,
292,4314,727,4317,CustOmer Service Desk or Emain at,
295,4362,597,4366,customerserViceri1.com,
297,4405,732,4399,xThank You for Shopping with us.x,
311,4441,481,4454,See You Soon.,
299,4484,625,4486,Store tanagers Signature:,
300,4524,577,4534,Contact : 04443320283,
302,4567,606,4576,USIM : 33AABCR1718E1ZN,
604,3457,627,3236,RETAR,
907,3232,838,3374,KINBOHNN,
847,2565,864,2092,Free Gift Issued,
