xmin,ymin,xmax,ymax,Object,label
369,240,525,295,Relance,0
331,282,594,342,trends,0
147,398,157,411,X,0
499,438,508,452,X,0
95,477,398,498,Reiiance Retaii Limited,1
120,517,449,538,F 32. PhoeniX market city.,2
98,564,423,582,142. Uetachery Main road.,2
95,606,330,624,Chennai 600 042.,2
95,649,502,668,Store Contact No-044 - 66650131,0
97,688,478,709,CIN HO: UO110OMH1999PLC120563,0
98,733,494,756,Website:NW4 .relianceretail.com,0
297,818,438,840,TAK INUOICE,0
96,949,558,969,Piace of SuppIY State Code: 33 IN,0
103,1032,331,1056,Customer Type: URD,0
95,1122,558,1141,Supply State GSTIN: 33AABCR718EZN,0
98,1206,199,1227,ItemNane,7
375,1206,411,1227,Oty,0
494,1205,570,1226,AmtRs,0
96,1248,185,1269,HSH/SAC,0
95,1334,332,1355,POINT COVE JEGGING,8
507,1334,584,1354,899,0
95,1377,265,1397,8.90503E+12,0
348,1377,397,1398,6204,0
123,1419,292,1439,OSSKH FLAT 30,0
535,1428,625,1440,-269.7,0
95,1548,239,1569,BALANCE DUE,0
547,1548,624,1569,629.3,0
95,1590,198,1612,RoundOff,0
561,1600,624,1612,-0 .30,0
95,1632,146,1653,CASH,0
534,1631,625,1654,2000 .00,0
96,1675,212,1696,ChangeDue,0
538,1674,624,1697,1371,0
98,1717,422,1739,Totai Items Purchased 1,0
95,1804,291,1826,Payment Summary,0
95,1852,490,1867,xPrices inciusive of ait Taxes,0
235,1928,491,1952,6ST RECEIPT SUMMARY,0
95,2018,251,2037,HSH/SAC Tax,0
347,2019,368,2039,b1,0
456,2017,490,2038,Tax,0
561,2015,620,2038,Totai,0
215,2060,264,2080,Rate,0
321,2059,489,2080,Amount Amount,0
547,2060,622,2082,Amount,0
94,2145,145,2166,6204,0
280,2144,357,2166,599.34,0
426,2144,490,2165,29.96,0
546,2144,624,2166,629.3,0
95,2187,144,2209,CGST,0
215,2188,251,2208,2.5,0
350,2187,410,2209,14.98,0
95,2229,144,2251,S6ST,0
214,2230,251,2250,2.5,0
349,2230,410,2251,14.98,0
97,2358,167,2374,TOTAL :,9
280,2357,356,2379,599.34,0
427,2359,488,2379,29.96,0
546,2358,623,2381,629.3,10
95,2444,225,2466,CR60326448,0
267,2444,543,2466,Dt18/12/2019 21:39:43,6
94,2487,171,2507,S4827,0
269,2486,344,2508,Txn43,0
440,2487,503,2508,R113,0
94,2528,530,2550,PaymentRefNo 4827113004318122019,0
96,2571,449,2593,TaxInvoice 482711319513138,4
258,2697,464,2723,RI Card Detains,
95,2743,348,2770,Card Ho. 9094470988,
96,2874,598,2892,KAMOUNT INCLUSIVE OF APPLICABLE TAKES,
113,2918,495,2932,XXXXXXX,
87,2953,303,2976,No Cash Refunds.,
95,2999,557,3019,For any quer ies. Piease contact the,
96,3040,531,3062,Customer Service Desk or Emaii at,
95,3087,398,3105,Customerserviceri1.com,
114,3124,518,3145,Thank You for Shopping with us.,
109,3168,278,3188,See You Soon.,
96,3210,421,3228,Store Managers Signature:,
96,3253,372,3275,Contact : 04443320283,
95,3295,398,3317,GSIN : 33AABCR1718E1ZN,
