xmin,ymin,xmax,ymax,Object,label
513,378,541,391,IM,0
249,450,638,470,TATA STARBUCKS PRIVATE LIMITED,1
377,495,518,513,TAX INVOICE,0
230,539,663,554,4th Floor.NeH Exceisior Building.,2
323,580,557,597,Amr it Keshav Marg.,2
323,623,569,640,Fort. Mumbal-400001,2
336,665,557,683,Palladium Chennai,2
337,707,563,728,Palladium Chenna i,2
364,749,546,767,Chenna i-800042,2
364,792,533,810,State Code:33,0
258,835,573,852,6STIN HO:33AAECT0606Q129,0
85,962,230,983,TAX INVOICE,0
106,1046,441,1067,Invoice No :77125136190927,4
657,1047,810,1064,Shift Code:1,0
101,1093,401,1111,Invo ice Date:27-09-2019,6
661,1086,799,1107,TI11 No:2 A,0
97,1132,363,1153,Invoice Time : 12:22 PM,6
641,1129,827,1153,Partner : Sugant,0
102,1220,217,1239,Item name,7
96,1260,204,1282,H8H code,0
300,1261,323,1283,ty,0
382,1258,509,1280,sale price,0
605,1259,655,1279,Disc,0
713,1259,827,1278,Total Amt,0
103,1347,283,1365,Tall Capuccino,8
101,1391,174,1409,996331,0
433,1389,509,1406,225,0
592,1387,656,1406,0,0
751,1386,828,1404,225,0
103,1475,162,1495,Total,0
434,1473,510,1493,225,0
593,1472,656,1492,0,0
752,1471,829,1491,225,0
90,1560,233,1579,GST SUMMARY,0
90,1604,193,1625,HSN Code,0
90,1647,140,1665,CGST,0
236,1645,286,1664,SGST,0
383,1645,432,1665,Cess,0
530,1644,618,1663,Taxable,0
91,1689,141,1709,Rate,0
238,1688,287,1708,Rate,0
384,1688,434,1708,Rate,0
529,1686,594,1707,Value,0
92,1733,128,1752,Amt,0
238,1731,274,1751,Amt,0
384,1731,420,1751,Ant,0
704,1730,833,1749,Tax Amount,0
92,1818,166,1837,996331,0
92,1859,155,1879,2.5,0
239,1859,301,1878,2.5,0
384,1860,448,1879,0,0
543,1859,620,1879,225,0
92,1902,155,1922,5.63,0
238,1902,301,1922,5.63,0
384,1903,448,1923,0,0
772,1903,832,1922,11.26,0
94,1989,153,2010,Total,0
772,1989,833,2009,11.26,0
92,2034,327,2053,Net Invoice Amcunt,9
756,2032,832,2051,236.26,10
92,2077,434,2096,Rounded Off Invoice Amount,
756,2074,832,2093,236,
91,2163,288,2184,PAYMENT SUMMARY,
92,2208,142,2228,Cash,
729,2203,806,2222,500,
93,2251,248,2269,Total Amount,
729,2245,805,2265,500 .00,
91,2293,261,2311,Amount Repaid,
729,2288,805,2307,264,
92,2377,288,2395,PAYMENT DETAILS,
94,2420,144,2440,Cash,
544,2418,622,2437,500,
497,2424,499,2433,:,
94,2462,317,2481,Cash Amt Returned,
546,2460,622,2480,264,
497,2467,499,2476,:,
630,2563,827,2612,Charrdorera,
570,2661,833,2682,Author i sed Signatory,
322,2749,610,2768,THANK YOU. VISIT AGAIN,
