xmin,ymin,xmax,ymax,Object,label
536,383,564,396,TM,0
267,457,448,475,TATA 8TARBUCKS,1
514,455,660,476,ATE LIMITED,1
401,499,541,518,TAX INVOICE,0
253,544,686,559,4th Floor Hew Exceisior Building.,2
347,586,581,601,Amr it Keshav Marg.,2
347,628,593,646,Fort. Mumba1-400001,2
290,666,645,688,Phoenix Market City Chenna l,2
295,712,646,731,Phoen ix Market City Chennai,2
387,755,570,774,Chenna i-600042,2
387,798,556,815,State Code:33,0
283,841,597,858,GSTIN No:33AAECTO6060129,0
113,969,255,991,TAN INVOICE,0
120,1056,464,1074,Invoice No :98029062191216,4
679,1053,832,1071,Shift ode:i,0
133,1095,425,1115,Involce Date: 16-12-2019,6
680,1094,822,1115,Till No:1 A,0
113,1141,387,1159,Invoice Time:03:40 PM,6
668,1138,851,1157,Par tner : Madonn,0
124,1227,239,1246,Item name,7
123,1269,227,1287,HSH COde,0
309,1267,345,1290,Oty,0
401,1265,531,1288,sale price,0
631,1263,683,1291,DISC,0
735,1266,849,1286,Total Ant,0
123,1354,412,1372,Short Cocoa Cappuccino,8
123,1400,198,1417,996331,0
455,1398,533,1417,275,0
614,1398,679,1416,0,0
772,1397,851,1415,275,0
123,1440,439,1458,Espresso Choice-Modifier,8
123,1484,198,1502,996331,0
469,1481,532,1502,40,0
614,1481,677,1502,0,0
786,1482,850,1500,40,0
126,1569,185,1587,Total,0
456,1567,533,1587,315,0
615,1567,679,1587,0,0
775,1567,850,1584,315,0
112,1653,255,1672,GST SUMMARY,0
113,1696,216,1715,HSN Code,0
113,1738,163,1758,CGST,0
272,1737,309,1756,6ST,0
405,1737,455,1757,Cess,0
553,1736,641,1756,faxable,0
113,1782,163,1800,Rate,0
259,1781,309,1800,Rate,0
404,1781,455,1800,Rate,0
551,1780,614,1799,Value,0
113,1823,151,1841,Aut,0
259,1822,297,1842,Aut,0
404,1823,442,1842,Ant,0
726,1821,853,1841,fax Amount,0
114,1909,188,1927,996331,0
114,1952,178,1970,2.5,0
260,1951,325,1970,2.5,0
405,1949,474,1972,0,0
565,1950,642,1970,315,0
115,1998,179,2015,7.88,0
261,1998,325,2014,7.88,0
406,1998,470,2014,0,0
792,1997,855,2013,15.76,0
117,2081,176,2100,Total,0
793,2080,855,2098,15.76,0
116,2124,352,2143,Net Invoice Amount,9
779,2123,855,2141,330.76,10
116,2166,457,2185,Rounded Off Invoice Amount,
779,2165,855,2183,331,
117,2251,313,2269,PAYMENT SUMMARY,
117,2294,167,2313,Cash,
752,2292,829,2312,350,
119,2336,272,2356,Total Amount,
752,2336,828,2355,350,
116,2378,286,2397,AMount Repald,
767,2378,829,2398,19,
116,2463,312,2482,PAYMENT DETAILS,
116,2506,165,2525,Cash,
566,2506,643,2525,350,
518,2511,520,2521,:,
116,2552,339,2569,Cash Agt Returned,
582,2551,643,2570,19,
650,2696,848,2744,Ehardonna,
592,2793,855,2816,Author ised Signatory,
343,2879,630,2900,THANK YOU. VISIT AGAIN,
