xmin,ymin,xmax,ymax,Object,label
525,382,553,395,TM,0
256,458,286,476,TAT,1
321,457,437,475,STARBUCKS,1
474,456,650,476,IUATE LIMITED,1
389,499,530,519,TAX INUOICE,0
241,544,675,560,4th Floor HeH Excelsior Building.,2
334,585,570,602,Aur it KeshaY Marg.,2
334,628,582,647,Fort. Mumbai-400001,2
348,671,568,689,Palladium Chennal,2
348,713,569,731,Palladlum Chennai,2
376,756,558,775,Chenna i-600042,2
375,798,545,818,State Code:33,0
269,841,586,861,6STIN NO:33AAECTO60601Z9,0
99,971,241,991,TAX INVOICE,0
113,1055,453,1075,Invo ice No :49340136191213,4
668,1056,824,1074,Shift Code:3,0
112,1099,413,1118,Involce Date: 13-12-2019,6
658,1096,811,1118,TL No:1 A,0
100,1142,376,1161,Invoice Time:06:44 PM,6
656,1140,839,1160,Partner : Narend,0
116,1226,228,1246,Item name,7
111,1269,215,1289,HSN Code,0
297,1269,333,1290,Qty,0
391,1267,519,1288,sale price,0
615,1268,665,1287,Disc,0
724,1268,837,1288,Total Amt,0
113,1353,321,1374,Tall C MacChlato,8
112,1396,186,1416,996331,0
444,1397,520,1416,290 .00,0
603,1396,666,1417,25,0
762,1396,838,1416,265,0
113,1440,256,1460,Short Mocha,8
113,1482,187,1502,996331,0
445,1482,521,1502,240,0
603,1482,667,1502,0,0
762,1482,839,1502,240,0
114,1568,175,1586,Total,0
443,1567,521,1587,530,0
604,1568,668,1587,25,0
762,1567,840,1587,505,0
102,1653,244,1673,GST SUMMARY,0
101,1696,205,1715,HSN Code,0
101,1738,152,1757,CGST,0
248,1739,297,1757,SGST,0
393,1739,444,1758,cess,0
587,1737,629,1759,able,0
102,1780,152,1800,Rate,0
248,1781,298,1801,Rate,0
393,1780,444,1801,Rate,0
539,1782,603,1800,Value,0
102,1824,139,1843,Amt,0
248,1825,285,1843,Amt,0
393,1824,430,1844,Ant,0
714,1824,842,1844,Tax Amount,0
102,1909,176,1928,996331,0
102,1951,166,1970,2.5,0
249,1952,311,1970,2.5,0
394,1951,457,1970,0,0
553,1951,629,1970,505,0
105,1994,167,2013,12.63,0
250,1994,312,2013,12.63,0
393,1993,459,2012,0,0
778,1994,842,2014,25.26,0
105,2079,164,2098,Total,0
779,2078,842,2100,25.26,0
103,2122,338,2141,Net Invoice AMOunt,9
766,2122,842,2141,530.26,10
104,2164,446,2184,Rounded Off Invoice Amount,
766,2165,843,2185,530,
104,2250,300,2269,PAYMENT SUMMARY,
105,2293,288,2311,Starbucks Card,
740,2292,817,2312,530,
107,2335,260,2354,Total Amount,
741,2334,817,2355,530,
679,2341,681,2351,:,
105,2377,274,2396,Amount Repaid,
754,2378,817,2398,0,
105,2464,300,2483,PAYMENT DETAILS,
329,2506,618,2526,Starbucks Card Detaiis,
104,2549,326,2568,Starbucks card No,
687,2549,737,2568,9727,
506,2556,508,2565,:,
105,2591,181,2609,ARount,
555,2591,632,2610,530,
117,2677,312,2695,SAVINGS SUMMARY,
108,2715,261,2738,SIze upgrade,
754,2719,818,2739,25,
106,2761,712,2781,Your total savings on this invoice is Rs 25.00,
638,2909,838,2958,Sharedom,
581,3005,844,3028,Author ised Signatory,
290,3096,619,3112,X THANK YOU. VISIT AGAIN,
