xmin,ymin,xmax,ymax,Object,label
518,383,546,397,TM,0
248,459,642,475,TATA STARBUCKS PRIVATE LIMITED,1
381,500,523,519,TAX INVOICE,0
233,544,667,559,4th Floor.New Excelsior Bul1ding.,2
328,586,562,603,Aar it Keshav Marg.,2
327,629,574,646,Fort. MUmba1-400001,2
275,670,628,687,Phoenix Harket City Chennai,2
273,712,627,731,Phoenix Market City Chennal,2
368,755,551,773,Chenna i-600042,2
368,797,538,816,State Code:33,0
262,840,582,861,GSTIN NO:33AAECTOBO60129,0
92,971,234,989,TAN INVOICE,0
104,1055,445,1072,Invoice No :44476062190927,4
661,1051,815,1069,Shift Code:1,0
105,1098,406,1115,Invoice Date :27-09-2019,6
663,1094,804,1112,TIII NO:1 A,0
92,1142,367,1159,Invoice Time:01:07 PM,6
649,1135,830,1155,Partner :Janani,0
105,1225,221,1244,Item name,7
104,1269,207,1287,HSN code,0
290,1267,327,1290,Oty,0
388,1264,513,1286,sale price,0
609,1264,659,1284,Disc,0
718,1265,832,1284,Total Amt,0
104,1353,460,1371,Grande Triple Rocha deilght,8
105,1399,180,1418,996331,0
438,1397,515,1416,350 .00,0
597,1395,661,1414,0,0
757,1395,834,1413,350,0
107,1484,166,1504,Total,0
438,1481,515,1502,350 .00,0
597,1480,662,1500,0,0
757,1479,834,1498,350,0
92,1565,237,1587,GST SUMMARY,0
95,1654,145,1671,CGST,0
242,1652,291,1670,SGST,0
388,1650,438,1669,Cess,0
536,1650,624,1667,Taxable,0
94,1695,145,1715,Rate,0
241,1694,291,1713,Rate,0
387,1691,437,1712,Rate,0
529,1692,597,1711,Value,0
95,1739,132,1756,Amt,0
241,1737,278,1755,Aat,0
387,1735,424,1755,Ant,0
709,1733,836,1750,Tax Amount,0
96,1822,170,1841,996331,0
94,1864,159,1884,2.5,0
241,1863,305,1882,2.5,0
388,1861,461,1882,0,0
547,1861,624,1879,350,0
96,1907,159,1926,8.75,0
241,1906,306,1925,8.75,0
388,1905,452,1924,0,0
777,1903,837,1921,17.5,0
97,1996,158,2014,Total,0
776,1991,839,2009,17.5,0
96,2037,334,2055,Net Invoice Anount,9
762,2033,839,2052,367.5,10
97,2080,440,2097,Rounded Off Invoice Anount,
762,2075,839,2095,368,
97,2165,294,2184,PAYMENT SUMMARY,
97,2209,241,2227,Card Amount,
736,2206,813,2223,368,
675,2211,677,2221,:,
100,2250,254,2269,fotal Anount,
736,2247,813,2266,368 .00,
674,2254,677,2264,:,
98,2294,269,2316,Amount Repaid,
749,2290,813,2308,0,
97,2378,295,2396,PAYNENT DETAILS,
94,2464,243,2489,Card Rnount,
552,2462,628,2480,368 .00,
99,2508,189,2526,card No,
547,2505,723,2524,IIN6,
638,2650,837,2695,Bhandanana,
579,2747,842,2767,Author ised 1gnatory,
275,2838,617,2852,XXx THANK YOU. VISIT A6AIN,
