xmin,ymin,xmax,ymax,Object,label
63,58,403,96,WOW MOMO FOODS,1
90,107,441,145,PRIVATE LIMITED,1
175,154,372,174,Palladium Chennat,2
41,181,492,205,Wow China Palladium 142 Velachery Main,2
213,215,314,227,Chennai -,2
263,246,294,267,IND,2
47,311,126,324,GSTIN:-,0
167,310,343,331,33AABCW6316K2Z9,0
170,341,378,362,Infowowmomo.co.in,0
122,374,425,393,CIN: U15122WB2015PTC205829,0
86,406,469,424,Service Account ing Code: 00996331,0
55,501,144,522,CHANNEL:,0
55,533,134,552,KOT No:,0
57,564,147,584,Bill No:,3
58,595,276,610,Terminal: CHE016-1,0
59,626,513,627,CashierID: CHE01601 Palladium Chennai M,0
59,656,413,662,Cust No.: 9052919191,0
60,686,372,694,Cust Name: srikanth,0
60,716,398,722,Date. 26-10-2019 Time. 20:10,6
186,500,344,518,DINE IN,0
186,532,405,545,CHEO16-CHEO16-1-209,0
187,562,392,576,CHEO1610-1-0000131,4
62,776,166,792,ITEM NAME,7
284,766,482,778,QTY PRICE TOTAL,0
62,836,272,849,INDO CHILI CHICKEN,0
289,887,415,901,1.00 195.0,0
455,879,523,894,195,0
62,929,322,938,CHICK RICE SZECH SCLG,8
291,1009,418,1022,1.00 269.0,0
456,1001,526,1018,269,0
62,1084,152,1100,Subtotal,0
61,1115,180,1131,GST Amount,0
63,1146,118,1164,Total,9
64,1176,110,1197,HDFC,0
64,1209,208,1222,Rounding Off,0
458,1062,527,1079,464,0
470,1092,526,1110,23.2,0
459,1123,527,1141,487.2,10
460,1154,528,1171,487.2,
485,1183,530,1202,0,
245,1136,290,1154,2,
202,1272,353,1266,-GST SUMMARY-,
322,1286,356,1306,Tax,
69,1301,174,1317,Component,
70,1332,116,1351,CGST,
72,1363,117,1382,SGST,
226,1292,284,1310,Basis,
226,1323,382,1334,464.00 2.50,
335,1347,382,1365,2.5,
452,1277,532,1293,Tax Amt,
479,1307,534,1324,11.6,
480,1337,535,1354,11.6,
228,1354,297,1370,464,
74,1425,537,1413,"Regd Off: 29/2E/1,Raja S.C.Mullick Road",
99,1453,502,1445,"Jadavpur, Kolkata Pin Code: 700032",
78,1484,519,1477,No Reverse Charges will be applicable,
79,1513,312,1515,WOW We love You...,
96,1536,374,1535,No Refunds after 1 hours,
