xmin,ymin,xmax,ymax,Object,label
97,91,609,154,WOW MOMO FOODS,1
141,169,666,234,PRIVATE LIMITED,1
265,238,560,265,Palladium Chennai,2
71,283,742,308,Wow China Palladium 142 Velachery Main,2
319,324,474,339,Chennai -,2
393,368,443,398,IND,2
249,456,513,483,33AABCW6316K29,0
251,497,565,529,Infowowmomo.co.in,0
184,534,637,570,CIN: U15122WB2015PTC205829,0
126,587,702,611,Service Account ing Code: 00996331,0
71,457,191,487,GSTIN:-,0
72,717,509,744,CHANNEL: DINE IN,0
75,755,189,787,KOT NO:,0
73,803,584,830,Bill No: CHE01610-1-0000118,4
73,847,404,875,Terminal: CHT016-1,0
73,891,700,918,CashierID: CHE01601 Palladium Chenn,0
72,934,616,962,Cust No.: 1234567890,0
72,978,435,1012,Cust Name: gLuest,0
72,1022,590,1052,"Date, 26-10 19 Time. 19 54",6
267,759,601,787,CHE016-CHEO16-1-195,0
75,1110,228,1138,ITEM NAME,7
410,1109,704,1137,QTY PRICE TOTAL,0
73,1198,389,1226,MINERAL WATER LTR,8
413,1241,597,1269,1.00 47.61,0
676,1241,758,1271,47.bi,0
28,1328,251,1360,SubtntaL..,0
74,1370,246,1399,GST Amount,0
73,1413,154,1443,Total,9
73,1457,142,1487,Cash,0
73,1501,283,1529,Rounding Off,0
676,1331,757,1358,47.61,0
695,1374,761,1400,2.38,0
677,1413,762,1445,49.99,10
677,1459,761,1486,50,
676,1515,757,1531,-0.01,
343,1415,407,1442,1,
73,1633,227,1666,Component,
74,1678,139,1707,CGST,
74,1722,139,1751,SGST,
256,1585,476,1618,#NAME?,
303,1633,494,1661,Basis Tax,
322,1672,531,1705,47.61 2.50,
640,1633,758,1662,Tax Amt,
698,1677,763,1707,1.19,
697,1720,761,1750,1.19,
322,1723,402,1750,47.61,
464,1721,531,1749,2.5,
74,1811,763,1838,Regd Off: 29/2E/1.Raja S.C.Mullick Road,
109,1854,707,1887,"Jadavpur, Kolkata Pin Code 032",
61,1894,529,1925,No Reverse Charges will te,
72,1942,420,1972,WOW We love You...,
639,1891,746,1932,able,
