xmin,ymin,xmax,ymax,Object,label
54,58,414,110,WOW MOMO FOODS,1
79,107,443,147,PRIVATE LIMITED,1
79,156,459,183,Phoenix Marketcity Mall Chenna i,2
29,248,114,261,GSTIN:-,0
156,249,338,274,33AABCW6316K2Z9,0
158,278,375,309,Infowowmomo.co.in,0
107,313,425,334,CIN: U15122WB2015PTC205829,0
70,345,472,360,Service Account ing Code: 00996331,0
34,444,340,461,CHANNEL: DINE IN,0
38,473,117,496,KOT No:,0
36,509,130,528,Bill No:,3
37,541,266,558,Terminal: CHE001-1,0
38,573,503,584,CashierID: CHEO0101 Phoenix Marketcity,0
38,605,416,619,Cust No.: 1122554477,0
39,637,318,652,Cust Name: Buddha,0
39,669,395,680,Date. 28-11-2019 Time. 13:07,6
173,474,424,492,CHEO01-CHE001-1-79221,0
173,503,392,525,CHEO0111-1-0067100,4
42,733,150,751,ITEM NAME,7
276,727,481,740,QTY PRICE TOTAL,0
43,797,262,811,Fried Chicken Momo,8
279,821,410,838,1.00 180.0,0
451,815,521,832,180,0
44,859,189,875,FOUNTAIN 7UP,8
280,883,411,899,1.00 69.00,0
461,876,520,895,69,0
43,922,301,933,MINERAL WATER PREMIUM,8
282,945,412,962,1.00 57.14,0
464,939,521,958,57.14,0
46,1018,139,1035,Subtotal,0
47,1050,167,1067,GST Amount,0
47,1081,104,1100,Total,9
48,1113,95,1132,Cash,0
453,1002,524,1021,306.14,0
468,1034,525,1052,15.3,0
454,1065,526,1084,321.44,10
456,1097,526,1115,500,
232,1074,280,1094,3,
49,1176,221,1191,Change back C,
50,1208,196,1223,Rounding Off,
446,1170,527,1177,-179,
481,1190,527,1209,0.44,
50,1305,161,1323,Component,
51,1336,99,1356,CGST,
51,1370,101,1387,SGST,
189,1275,344,1271,- GST SUMMARY-,
212,1296,346,1311,Basis Tax,
324,1323,371,1341,2.5,
446,1285,527,1302,Tax Amt,
483,1315,530,1333,7.65,
484,1347,531,1365,7.65,
213,1328,283,1345,306.14,
213,1360,286,1375,306.14,
325,1355,372,1372,2.5,
52,1433,533,1427,"Regd Off: 29/2E/1,Raja S.C.Mullick Road",
78,1463,496,1462,"Jadavpur, Kolkata Pin Code: 700032",
55,1497,510,1492,No Reverse Charges will be applicable,
55,1528,299,1536,WOW We love You...,
68,1559,352,1564,No Refunds after 10 Min,
