xmin,ymin,xmax,ymax,Object,label
58,61,394,112,WOW MOMO FOODS,1
72,109,424,150,PRIVATE LIMITED,1
156,157,352,180,Palladium Chennai,2
20,184,476,206,Wow China Palladium 142 Velachery Main,2
193,220,270,243,Chennai,2
242,252,274,272,IND,2
27,311,107,322,GSTIN:-,0
146,309,322,334,33AABCW6316K2Z9,0
148,340,358,365,Infowowmomo.c0.in,0
101,369,407,394,CIN: U15122WB2015PTC205829,0
64,404,452,424,Service Accounting Code: 00996331,0
30,496,121,518,CHANNEL:,0
30,526,110,549,KOT No:,0
31,558,123,580,Bill No:,3
32,589,255,612,Terminal: CHEO16-1,0
33,621,492,640,CashierID: CHE01601 Palladium Chennai M,0
33,652,397,673,Cust No.: 3962870353,0
34,683,325,709,Cust Name: Nishant,0
34,713,375,733,Date. 29-11-2019 Time. 16:36,6
162,496,324,519,DINE IN,0
163,528,397,550,CHEO16-CHEO16-1-2586,0
163,559,373,581,CHEO1611-1-0001524,4
37,775,142,795,ITEM NAME,7
260,774,457,794,QTY PRICE TOTAL,0
39,837,249,857,INDO CHILI CHICKEN,8
267,897,308,916,1,0
38,929,252,946,CHICK FRD RICEREG,8
340,894,389,914,5,0
429,895,495,913,195,0
269,1018,391,1035,1.00 149.0,0
39,1052,229,1068,Compliement Line,0
40,1083,357,1099,Wow-01 - 01 - Complimentary,0
431,1015,497,1034,149,0
431,1055,498,1064,-29.8,0
395,1076,451,1095,Guest,0
41,1146,132,1165,Subtotal,0
43,1176,158,1195,GST Amount,0
44,1207,96,1227,Total,9
44,1237,87,1258,Cash,0
43,1268,182,1286,Rounding Off,0
431,1137,501,1157,314.2,0
446,1168,501,1188,15.72,0
433,1199,502,1219,329.92,10
434,1229,502,1250,330,
447,1270,503,1280,-0.08,
221,1202,267,1222,2,
177,1338,325,1335,-GST SUMMARY-,
294,1354,327,1374,Tax,
307,1384,351,1403,"2,50",
306,1415,353,1433,2.5,
424,1352,503,1370,Tax Amt,
460,1382,504,1401,7.86,
460,1412,505,1431,7.86,
201,1358,257,1376,Basis,
46,1360,149,1379,Component,
47,1390,89,1410,CGST,
47,1420,91,1440,SGST,
201,1388,269,1406,314.2,
201,1419,270,1436,314.2,
48,1481,506,1493,"Regd Off: 29/2E/1,Raja S.C.Mullick Road",
71,1512,471,1523,"Jadavpur, Kolkata Pin Code: 700032",
50,1541,483,1554,No Reverse Charges will be applicable,
47,1569,281,1588,WOW We love You...,
