xmin,ymin,xmax,ymax,Object,label
44,4,405,3,Youtube and Facebook:,0
245,345,510,380,HEALTH AND GLOW,1
52,391,721,420,"UNIT NO.S-24,IN THE SECOND FLR PHOENIX",2
34,434,651,466,"MARKET CITY,OLD DOOR NO.66,NEW DOOR",2
36,478,705,510,"NO, 142, VELACHERY ROAD-PH : 9514305183",2
34,524,281,554,CHENNAI 600042,2
160,567,617,604,Tax Invoice/Bill of Supply,0
36,610,103,639,Name,0
35,654,228,685,01VEET HRC,8
35,698,334,728,33079010 : GST 18,0
36,742,741,773,02LISEE DE 1 1000.00 1000.00 1000.00,8
36,787,298,817,330590 : GST 18,0
36,831,294,860,03HG PAPER 1,8
36,874,263,904,4819 : GST 12,0
36,918,119,950,Total,0
68,954,499,995,Payable Value Incl.of GST,0
70,1003,175,1034,GST 18,0
89,1048,441,1079,SGST 9.00 90.38,0
89,1092,442,1123,CGST 9.00 90.38,0
71,1134,178,1166,GST 12,0
89,1180,424,1216,SGST 6.00 0.38,0
89,1224,426,1259,CGST 6.00 0.38,0
36,1268,264,1300,Cash Tendered,9
37,1312,299,1342,Amount returned,0
36,1354,617,1385,Bill No:130021920023650 Till No:2,4
36,1398,723,1431,Bill Date:09-11-2019 Bill Time:19:08:10,6
36,1442,723,1476,Cashier ID:107282 GSTIN 33AAACF4045K1ZU,0
34,1486,688,1519,Goods sold can be exchanged within 15,0
52,1528,879,1563,m date of purchase and no cash refunds Conditi,0
36,1582,193,1609,ons Apply,0
247,610,581,639,Qty MRP HG Price,0
673,610,720,639,Net,0
311,648,582,682,1 185.00 185.00,0
641,651,741,686,185,0
371,830,440,862,7,0
513,830,582,859,7,0
673,831,740,860,7,0
624,917,741,950,1192,0
641,1004,741,1036,180.76,0
673,1137,741,1167,0.75,0
623,1269,743,1300,1200,10
674,1313,741,1342,8,
742,1489,884,1519,days fro,
17,1660,598,1694,Now shop on Health Glow online,
35,1708,723,1739,Visit healthandglow.com OR Download our,
36,1748,707,1786,Android or 10S app.Enjoy 24x7 shopping,
37,1799,723,1824,and doorstep delivery of your favourite,
36,1836,311,1874,beauty products.,
36,1880,422,1919,Follow us on Instagram,
