xmin,ymin,xmax,ymax,Object,label
132,314,638,335,Infiniti Retail Limited Trading as,1
358,489,520,514,Tax Invoice,0
269,579,520,603,Chen-Phoenix-A097,2
269,668,520,691,Chen-Phoenix-A097,2
302,757,507,781,Chennai-600042,2
256,846,553,870,Region:Tanil Nadu-33,2
213,935,599,956,Phone Number : 07207666000,0
244,1023,569,1047,GSTIN :33AACCU1726H1ZL,0
50,1113,361,1138,Invilo:SLA097100114673,4
48,1151,196,1181,Till No:10,0
47,1201,332,1226,Created By:Suresh M,0
424,1109,765,1132,Time:22-12-2019 12:32PM,5
51,1291,496,1312,Customer Name :akilesh kumar R,0
291,1332,721,1353,"4th0xygen By Urban Tree, Gan",0
277,1375,722,1396,"dhi Nagar, Pushkin Street,peru",0
276,1427,378,1447,mbakkam,0
277,1472,648,1487,ph9566734820/ 7598493087,0
277,1508,529,1533,Thrisulam village,0
278,1561,501,1579,near casa grand,0
278,1599,377,1625,Chennai,0
279,1643,425,1667,Pin:600100,0
174,1689,472,1711,Region:Tamil Hadu-33,0
57,1778,293,1803,Item Description,7
59,1824,188,1848,Item Code,0
342,1819,383,1847,Qty,0
477,1818,548,1844,Price,0
596,1815,727,1841,Total Amt,0
55,1863,773,1885,Deliv Type DenoY/N InstY/N Delivery Datelime SN,0
58,1912,159,1938,HSN/SAC,0
115,1982,60,1956,I3NI,0
59,2001,280,2024,Customer Region,0
69,2083,428,2111,Croma W/M TL 7kg CRAW1401,8
62,2134,148,2159,218128,0
270,2132,342,2158,5R/6R,0
390,2130,597,2153,01.00 15180.70,0
662,2127,776,2152,15180.7,0
61,2178,597,2199,CSS Y Y 23-12-2019 10:00AM 10:00PM,0
62,2224,118,2249,8450,0
51,2346,539,2381,2Yr OnBo EN-WH Top-Load 17K-24K,8
393,2394,598,2422,01.00 1814.00,0
65,2398,149,2424,191465,0
273,2395,344,2421,5R/6R,0
679,2391,778,2417,1814,0
66,2575,164,2601,Total :,9
666,2569,780,2593,16994.7,10
366,2705,588,2729,PAYMENT DETAILS,
443,2792,558,2820,16994.7,
66,2799,240,2823,Credit Card:,
67,2842,180,2867,Card No:,
613,2836,678,2863,3056,
442,2882,649,2906,AKILESHKUMAR R,
137,2912,66,2886,:aueN,
68,3058,231,3090,Tax Sunmary,
71,3103,755,3128,Tax Type Tax Code Tax Rate Total Amt Tax Amt,
702,3145,797,3170,1296.21,
701,3190,798,3215,1296.21,
642,3234,742,3260,2592.42,
370,3149,412,3175,9,
537,3147,637,3172,16994.7,
536,3192,636,3218,16994.7,
232,3222,206,3195,89,
72,3242,140,3267,Total,
72,3287,503,3308,PRICES INCLUSIVE OF ALL TAXES,
70,3503,476,3529,CIN : 031900MH2005PLC158120,
76,3595,742,3616,"Regd. Office - Unit No. 701 702, 7th Floor,",
75,3640,577,3663,"Kaledonia, Sahar Road, Andheri East,",
76,3728,357,3752,"Mumbai 400069, India",
77,3818,534,3839,Thank you for shopping with us.,
62,3946,689,3971,"Byy yourself an electronics 1ife, shop at",
79,4046,270,4064,WWw.croma.com,
80,4127,541,4148,Email:customersupportcroma.com,
