xmin,ymin,xmax,ymax,Object,label
425,175,596,247,omal,0
146,314,650,333,Infiniti Retail Linited Trading as,1
400,400,472,425,CRONA,1
371,488,533,512,Tax Invoice,0
282,578,532,601,Chen-Phoenix-A097,2
283,668,535,691,Chen-Phoenix-A097,2
314,757,521,781,Chennai-600042,2
269,846,566,870,Region:Tanil Nadu-33,2
226,937,613,958,Phone Number : 07207666000,0
257,1024,583,1047,GSTIN :33AACCV1726H1ZL,0
66,1117,375,1140,InvNo:SLA097010091955,4
454,1112,779,1134,Time:22-12-2019 8:14PM,6
65,1161,192,1187,Till No:1,0
65,1206,420,1229,Created By:P VETRISELVAN,0
65,1295,406,1317,Custoner Hame :RAGHUL R,0
307,1335,526,1360,1PH-9884565784,0
291,1380,617,1406,PRASANTHKN92GHMAIL.COM,0
291,1425,422,1453,Velachery,0
291,1470,389,1496,Chennai,0
290,1515,438,1540,Pin:600042,0
187,1561,482,1588,Region:Tamil Nadu-33,0
70,1650,304,1674,Item Description,7
74,1692,200,1721,Item Code,0
67,1735,784,1760,Deliv Type DemaY/N InstY/N Belivery DateTime SN,0
69,1784,170,1811,HSN/SAC,0
248,1692,289,1719,Tax,0
353,1691,392,1721,Qty,0
486,1690,558,1718,Price,0
607,1690,737,1716,Total Amt,0
71,1829,127,1858,IMEI,0
70,1873,291,1898,Customer Region,0
70,1963,486,1985,PHILIPS Beard Trimner BT3215,8
70,2008,154,2034,210351,0
280,2005,351,2033,5R/6R,0
400,2005,606,2029,01.00 1999.00,0
685,2002,785,2027,1999,0
70,2052,607,2074,CSH N N 22-12-2019 10:00AM 10:00AM,0
71,2096,127,2123,8510,0
71,2230,593,2253,2Yr OnGo EV-Groon and HairCare2500,8
281,2272,354,2300,5R/6R,0
73,2274,158,2301,191244,0
401,2272,472,2299,1,0
520,2270,608,2297,329,0
700,2269,787,2296,329,0
72,2320,159,2346,998729,0
73,2453,666,2475,PHILIPS FreeGift Bombay Shaving Beard0il,8
537,2492,609,2519,0,0
73,2497,156,2523,221211,0
282,2495,474,2521,R6/R6 01.00,0
717,2492,788,2518,0,0
73,2541,610,2564,CSH N N 22-12-2019 10:00AM 10:00AM,0
74,2586,130,2613,3304,0
74,2720,179,2751,Total :,9
688,2716,790,2742,2328,10
375,2851,596,2876,PAYMENT DETAILS,
76,2942,248,2967,Credit Card:,
449,2940,551,2967,2328,
75,2987,188,3014,Card No:,
629,2983,686,3010,8519,
76,3031,145,3058,Name:,
454,3025,583,3055,R SUJATHA,
77,3210,238,3237,Tax Sunmary,
77,3254,764,3276,Tax Type Tax Code Tax Rate Total Amt Tax Amt,
78,3299,105,3325,CG,
213,3299,239,3324,5R,
378,3298,419,3325,9,
542,3296,629,3322,2328,
723,3295,808,3320,177.56,
78,3342,104,3370,CG,
213,3343,239,3368,R6,
377,3342,420,3368,0,
542,3340,583,3366,0,
767,3338,808,3365,0,
73,3385,111,3420,SG,
72,3430,112,3466,SG,
78,3477,146,3504,Total,
213,3388,238,3413,6R,
377,3387,419,3413,9,
541,3385,628,3412,2328,
723,3384,808,3410,177.56,
212,3433,238,3458,R6,
385,3429,427,3464,0,
542,3430,584,3457,0,
766,3429,808,3455,0,
662,3475,748,3501,355.12,
79,3523,510,3547,PRICES INCLUSIVE OF ALL TAXES,
72,3742,480,3768,CIN : U31900MH2005PLC158120,
76,3833,745,3858,"Regd. Office - Unit No. 701 702, 7th Floor,",
79,3878,582,3904,"Kaledonia, Sahar Road,Andheri East,",
79,3968,360,3993,"Mumbai 400069, India",
80,4055,537,4079,Thank you for shopping with us.,
79,4189,689,4214,"Buy yourself an electronics life, shop at",
79,4286,271,4305,WWW.crona.com,
80,4368,540,4394,Email:customersupportcroma.cOn,
239,4695,765,4728,OSLAO 97010 0 91955 o,
