xmin,ymin,xmax,ymax,Object,label
122,128,218,143,croma,0
52,179,238,177,Infiniti Retail Linited Freding as,1
146,205,172,214,CROHA,1
134,238,194,248,Tax Invoice,0
102,277,194,282,Chen-Phoenix-AD97,2
103,311,195,317,Chen-Phoenix-A097,2
114,342,189,352,Chennai-600042,2
98,378,205,385,Region:Tanil Hadu-33,2
82,410,226,418,Phune Nunber: 072076660OD,0
93,438,212,445,GSTIN :33AACCU1726H1ZL,0
22,469,135,476,Invlo: SLA097030023302,4
165,467,284,475,Tine:12-12-2019 4:55PH,6
21,485,69,493,Till No:3,0
21,501,146,509,Created By:R Hanikandan,0
23,535,162,542,Custoner Name :SARAVANAH .,0
111,551,175,560,940737710,0
106,569,246,575,saravanan3537.ss0gnail.com,0
106,586,153,594,Velachery,0
106,602,141,609,Chennai,0
106,617,158,624,Pin:600042,0
68,632,176,638,Region:Tenil Nadu-33,0
25,663,110,669,Iten Desaription,7
91,676,104,685,Tax,0
178,673,203,681,Price,0
222,673,270,680,Total Ant,0
24,678,71,685,Iter Code,0
23,693,286,695,DelluTYpe DenaY/N InstY/N Delivery DeteTine SN,0
23,708,65,714,HSN/SACH,0
22,723,48,730,INEIF,0
22,737,103,744,Custoner Region,0
128,675,143,683,Oty,0
17,766,103,775,Mi Snart Band 4,8
21,781,51,790,221981,0
21,798,283,804,CSK N N 12-12-2019 10:00AN 10:00AN 23744/1073,0
100,781,222,788,5R/6R 01.00 2299.00,0
252,778,289,788,2299,0
224,812,244,820,7450,0
21,831,42,841,8517,0
23,881,59,891,Total :,9
251,877,288,886,2299,10
135,928,216,936,PAYMENT DETAILS,
162,960,200,969,2299,
24,962,88,971,Credit Card:,
25,978,66,987,Card No:,
230,975,249,984,1357,
25,995,50,1004,Nahe:,
163,992,272,1001,BALASUBAANANIYAUHESH,
27,1058,85,1067,Tax Sunnary,
27,1074,276,1080,Tax Type Tax Code Tax Rate Total Ant Tax Ant,
137,1088,151,1097,9,
197,1087,228,1097,2299,
197,1103,228,1113,2299,
28,1090,37,1099,C6,
77,1090,86,1099,5R,
263,1086,293,1095,175.35,
28,1106,37,1115,SB,
77,1105,86,1114,6R,
137,1104,151,1112,9,
263,1102,294,1111,175. 35,
246,1118,271,1127,350.7,
28,1122,52,1131,Total,
28,1139,184,1144,PRICES INCLUSIVE OF ALL TAXES,
29,1220,174,1226,CIN : U31900HH20DSPLC150120,
29,1252,272,1258,"Regd. Office - Unit Ho. 701 702, 7th Floor.",
29,1268,211,1275,"Kaledonia, Sahar Road, Andheri East.",
29,1301,132,1308,"Hunbai 400059, India",
30,1333,196,1340,Thank you for shopping uith us.,
30,1380,251,1385,"Buy yourself an electronics life, shop at",
31,1412,100,1421,JUw.crona.con,
29,1440,198,1454,"Enai1:custonerspportgcrona, con",
90,1556,281,1565,nSLAO9703 0 023 302,
