xmin,ymin,xmax,ymax,Object,label
440,148,177,109,3J10ANI XX,0
160,157,467,204,Jubilant FoodWorks Limited,1
264,207,356,232,PAID,0
63,240,554,294,"Phoenix Market City.Chennai,Unit No G 13",1
48,276,542,332,"Ground Floor, NewDoor 142,Velachery600042",1
222,322,454,352,PH: - State Code:33,0
241,353,386,382,044-30083412,0
149,395,490,450,Invoice Number:71059/19/48844,4
135,422,339,466,Order:151,0
112,468,234,492,11/23/2019,6
122,491,422,533,Server: Kilari Uday Kumar,0
436,483,517,509,5:20 PM,6
232,573,414,593,Dine In,0
329,630,307,607,SW,0
259,638,379,661,8745526565,0
248,667,390,691,Tent:0,0
473,720,547,747,329,0
181,712,317,744,I SIGNATR MEAL,8
197,750,336,768,NAUGTY LUCY,0
281,781,372,810,HSN9963,0
193,810,264,833,Wedges,0
280,833,371,867,HSN 9963,0
412,816,495,833,Inlidul,0
192,872,384,900,REG LEMON ICEDT,0
165,922,310,959,1 Extra Cheese,8
530,969,501,964,00s,0
155,985,304,1016,1 CHOCO VILLA,8
149,1049,304,1086,1 CHOC OVERDOS,8
529,1096,470,1072,69,0
113,1142,248,1179,SubTot,0
73,1189,209,1212,CGST 2.5,0
80,1212,272,1252,SGST/UTGST 2.5,0
77,1245,319,1283,GST 18-SGST9CGST9,0
362,1165,507,1192,522,0
483,1204,542,1228,13.05,0
481,1238,540,1262,13.05,0
540,1296,491,1272,0,0
86,1323,202,1350,Total,9
90,1357,139,1381,Cash,0
355,1333,503,1361,548.1,10
442,1358,512,1392,548.1,
101,1413,168,1445,Due,
20,1491,535,1530,"GSTIN:33AABCD1821C1ZI,PAN No.:AABCD1821C",
30,1556,546,1597,Feedback:customercaredunkinjulbfood.com,
