xmin,ymin,xmax,ymax,Object,label
180,128,509,149,TAX INVOICE,0
147,198,542,224,Jubilant FoodWorks Limited,1
286,236,403,260,PAID,0
30,304,650,336,"Phoenix Market City,Chennai,Unit No G 13",2
21,347,636,379,"Ground Floor, NewDoor 142,Velachery600042",2
233,387,522,414,PH: - State Code:33,0
257,426,439,451,044-30083412,0
126,504,569,533,Invoice Number:71059/19/53870,4
86,542,362,567,Order:118,0
97,581,248,606,12/19/2019,6
97,620,353,651,Server: Gracy M.,0
496,579,600,605,7:37 PM,6
247,694,453,717,Dine In,0
338,726,365,754,M.,0
280,760,425,783,4466645023,0
148,833,440,857,2 COFDO 099 119.00,8
206,872,441,895,LARGE CAPPUCCINO,0
302,908,411,938,HSN9963,0
204,948,379,972,CLS GLZ MINI,0
302,984,411,1014,HSN9963,0
533,832,619,857,238,0
104,1067,278,1088,SubTot,0
80,1105,231,1125,CGST 2.5,0
80,1142,321,1163,SGST/UTGST 2.5,0
81,1179,366,1200,GST 18-SGST9CGST9,0
422,1061,595,1082,238,0
579,1096,635,1122,5.95,0
579,1133,636,1160,5.95,0
580,1171,637,1197,0,0
104,1254,243,1277,Total,9
112,1290,184,1317,Cards,0
423,1248,596,1273,249.9,10
520,1286,592,1311,249.9,
105,1369,190,1394,Due,
523,1362,597,1389,0,
35,1440,637,1468,"GSTIN:33AABCD1821C1ZI,PAN No.:AABCD1821C",
54,1510,653,1549,Feedback:customercaredunkinjulbfood.com,
