xmin,ymin,xmax,ymax,Object,label
163,116,485,140,TAX INV OICE,0
133,187,515,209,Jubilant FoodWorks Limited,1
273,225,392,250,PAID,0
35,303,621,325,"Phoenix Market City,Chennai,Unit No G 13",2
21,342,606,369,"Ground Floor, NewDoor 142,Velachery600042",2
219,382,494,404,PH:- State Code:33,0
241,418,412,443,044-30083412,0
122,494,537,522,Invoice Number:71059/19/48937,4
88,529,341,558,Order:244,0
98,569,234,594,11/23/2019,6
95,604,477,630,Server: Kilari Uday Kumar .,0
468,568,567,593,7:17 PM,6
233,677,428,704,Dine In,0
319,716,344,739,MR,0
262,751,403,776,9884507454,0
136,823,419,848,2 COFDO 99 119.00,8
507,826,593,850,238,0
194,862,418,885,LARGE CAPPUCCIND,0
284,896,396,924,HSN9963,0
193,932,360,959,CHO FRO MINI,0
288,970,395,1000,HSN9963,0
147,1002,393,1032,1 REG COOKIE CRMBL,8
286,1044,395,1073,HSN9963,0
514,1012,596,1036,199,0
97,1118,265,1146,SubTot,0
74,1158,220,1185,CGST 2.5,0
75,1196,309,1222,SGST/UTGST 2.5,0
74,1235,354,1262,GST18-SGST9CGST9,0
406,1122,574,1148,437,0
548,1162,616,1188,10.93,0
549,1201,617,1226,10.93,0
564,1238,619,1263,0,0
98,1312,232,1340,Total,9
105,1351,176,1376,Cards,0
410,1315,584,1341,458.84,10
492,1354,577,1378,458.84,
99,1425,182,1449,Due,
510,1429,582,1452,0,
36,1493,621,1523,"GSTIN:33AABCD1821C1ZI,PAN No.:AABCD1821C",
56,1554,634,1594,Feedback:customercaredunkinjulbfood.com,
