xmin,ymin,xmax,ymax,Object,label
237,196,670,223,TAX INVOICE,0
198,295,714,324,Jubilant FoodWorks Limited,1
386,342,553,375,PAID,0
56,447,857,467,"Phoenix Market City,thennai,tinit No G 13",2
40,490,838,523,"Ground Floor,NewDoor 142,Velacheryb00042",2
309,543,688,571,PH:- State Code:33,0
341,587,578,621,044-30083412,0
779,652,784,652,--,0
173,692,749,719,Invoice Mumber:71059/19/4b049,4
121,741,437,773,Order:63,0
138,790,309,830,11-07-2019,6
132,842,468,876,Server: Gracy M.,0
653,786,790,817,5:12 PM,6
324,940,598,971,Dine In,0
435,989,490,1020,GJH,0
213,1084,403,1124,1 COFDO 99,8
266,1138,603,1169,REGULAR CAPPUCCIN,0
390,1185,549,1221,HS 963,0
269,1238,502,1267,CLS GLZ MINI,0
403,1282,547,1324,HSN 9963,0
714,1083,823,1122,99,0
139,1386,363,1419,SubTot,0
109,1438,305,1468,CGST 2.5,0
110,1489,427,1518,SUST/UTGST 2.5,0
110,1541,493,1569,GST 18-SGST9CGST9,0
601,1382,793,1414,39,0
771,1430,846,1463,2.48,0
771,1480,847,1512,2.48,0
772,1531,847,1562,0,0
180,1637,325,1670,Total,9
151,1688,228,1719,Cash,0
601,1632,796,1664,103.96,10
733,1679,788,1713,200,
144,1778,376,1823,Change,
604,1782,797,1814,96,
52,1883,851,1911,"GSTIN:33AABC01821C1ZI,PAN No.:AABCD1S2IC",
64,1977,874,2015,Feedback:cust omercaredunkirjulbfood.com,
