xmin,ymin,xmax,ymax,Object,label
273,190,707,228,TAX INV OICE,0
230,288,749,322,Jubilant FoodWorks Limited,1
412,337,567,374,PAID,0
74,429,889,470,"Phoenix Market City,Chennai,Unit No G 13",2
70,483,868,524,"Ground Floor,NewDoor 142,Velachery600042",2
339,534,718,567,PH: - State Code:33,0
371,582,608,618,044-30083412,0
201,682,778,714,Invoice Number:71059/19/49727,4
148,729,466,765,Order:84,0
163,779,357,819,11/28/2019,6
156,829,487,873,Server: Gracy M.,0
681,777,817,812,6:58 PM,6
348,928,625,964,Dine In,0
390,1026,589,1060,9791351779,0
233,1122,608,1159,2 TEA GINGER 79.00,8
419,1166,568,1218,HSN 9963,0
737,1121,848,1156,158,0
208,1218,409,1257,12 BUR99,8
289,1272,529,1307,CRSPY POTATO,0
419,1314,568,1365,HSN 9963,0
289,1370,528,1405,CRSPY POTATO,0
420,1412,568,1465,HSN 9963,0
753,1221,850,1256,99,0
156,1517,389,1552,SubTot,0
128,1567,327,1602,CGST 2.5,0
128,1616,447,1651,SGST/UTGST 2.5,0
129,1665,510,1701,GST 18-SGST9CGST9,0
579,1517,814,1550,257,0
791,1565,868,1599,6.43,0
792,1616,871,1650,6.43,0
792,1664,869,1698,0,0
157,1762,343,1800,Total,9
167,1814,244,1846,Cash,0
579,1763,818,1799,269.84,10
692,1811,809,1843,269.84,
157,1911,273,1948,Due,
716,1909,814,1944,0,
69,2009,867,2046,"GSTIN:33AABCD1821C1ZI,PAN No.:AABCD1821C",
92,2105,887,2146,Feedback:customercaredunkinjulbfood.com,
