xmin,ymin,xmax,ymax,Object,label
265,213,698,237,TAX INVOICE,0
216,304,743,340,Jubilant FoodWorks Limited,1
406,352,559,386,PAID,0
71,453,884,479,"Phoenix Market City,Chennai,Unit No G 13",2
67,508,863,535,"Ground Floor, NewDoor 142,Velachery600042",2
336,553,711,585,PH:- State Code:33,0
366,600,605,634,044-30083412,0
201,704,770,735,Invoice Number:71059/19/53111,4
149,756,494,786,Order:171,0
161,806,357,838,12/15/2019,6
160,856,495,894,Server: Gracy M.,0
677,798,818,830,5:37 PM,6
349,953,624,986,Dine In,0
469,1000,507,1033,0,0
349,1051,627,1082,Tent:00,0
235,1149,627,1182,1 REGULAR FLTR COFE7,8
213,1200,428,1236,1 COFDO 99,8
293,1253,610,1284,LARGE CAPPUCCINO,0
419,1296,568,1342,HSN 9963,0
292,1353,527,1385,CLS GLZ MINI,0
425,1393,568,1445,HSN 9963,0
235,1447,629,1481,1 CHICKEN CHK NAU LUC,8
424,1494,571,1543,HSN 9963,0
223,1546,630,1589,2 Glazed Donut 49.0,8
421,1598,573,1639,HSN9963,0
750,1146,848,1178,79,0
734,1196,848,1229,119,0
730,1446,848,1479,239,0
752,1545,848,1579,98,0
164,1696,393,1739,SubTot,0
135,1756,332,1786,"CGST 2,5",0
137,1804,451,1834,SGST/UTGST 2.5,0
135,1852,513,1885,GST TBX-SGST9CGST9,0
582,1697,815,1730,535,0
776,1743,870,1781,13.38,0
777,1794,869,1830,13.38,0
791,1845,870,1880,0,0
166,1952,349,1986,Total,9
176,2002,255,2038,Cash,0
584,1947,817,1980,561.76,10
692,1996,810,2031,561.76,
165,2102,277,2137,Due,
715,2095,818,2133,0,
76,2201,869,2232,"GSTIN:33AABCD1821C1ZI,PAN No.:AABCD1821C",
97,2295,890,2338,Feedback:customercaredunkinjulbfood.com,
